Jour,Heure,Seconde,Centième,Vitesse,Type,Véhicule,Catégorie,Inter-essieux,E2/E3,E3/E4,E4/E5,E5/E6
13/10/22,19:11,34,2,62,Moto,13,129,,,,,
13/10/22,19:11,48,92,44,VL,1,230,,,,,
13/10/22,19:11,51,29,46,VL,1,335,,,,,
13/10/22,19:11,55,30,39,VL,1,243,,,,,
13/10/22,19:11,57,55,38,VL,1,269,,,,,
13/10/22,19:11,59,31,41,VL,1,270,,,,,
13/10/22,19:12,5,52,34,VL,1,256,,,,,
13/10/22,19:12,7,81,31,VL,1,244,,,,,
13/10/22,19:12,11,49,31,VL,1,256,,,,,
13/10/22,19:12,14,68,36,VL,1,256,,,,,
13/10/22,19:12,20,73,35,VL,1,269,,,,,
13/10/22,19:12,24,33,34,VL,1,255,,,,,
13/10/22,19:12,53,63,43,VL,1,255,,,,,
13/10/22,19:12,56,28,41,VL,1,193,,,,,
13/10/22,19:12,58,87,35,VL,1,269,,,,,
13/10/22,19:13,2,20,33,VL,1,307,,,,,
13/10/22,19:13,4,77,33,VL,1,269,,,,,
13/10/22,19:13,9,0,34,VL,1,256,,,,,
13/10/22,19:13,13,54,43,VL,1,244,,,,,
13/10/22,19:13,18,0,40,VL,1,270,,,,,
13/10/22,19:13,25,5,37,VL,1,257,,,,,
13/10/22,19:13,27,84,37,VL,1,245,,,,,
13/10/22,19:13,29,4,38,VL,1,258,,,,,
13/10/22,19:13,31,77,36,VL,1,257,,,,,
13/10/22,19:13,35,57,36,VL,1,258,,,,,
13/10/22,19:13,37,45,35,VL,1,257,,,,,
13/10/22,19:14,2,21,51,VL,1,255,,,,,
13/10/22,19:14,4,94,44,VL,1,256,,,,,
13/10/22,19:14,6,57,40,Moto,13,115,,,,,
13/10/22,19:14,8,88,37,VL,1,270,,,,,
13/10/22,19:14,13,26,45,VL,1,257,,,,,
13/10/22,19:14,16,23,42,VL,1,255,,,,,
13/10/22,19:14,20,31,38,VL,1,258,,,,,
13/10/22,19:14,23,50,36,VL,1,243,,,,,
13/10/22,19:14,25,17,36,VL,1,242,,,,,
13/10/22,19:14,33,95,28,VL,1,268,,,,,
13/10/22,19:14,58,37,34,Moto,13,167,,,,,
13/10/22,19:14,58,73,40,VL,1,192,,,,,
13/10/22,19:15,1,85,32,VL,1,268,,,,,
13/10/22,19:15,6,44,36,VL,1,256,,,,,
13/10/22,19:15,10,27,36,VL,1,257,,,,,
13/10/22,19:15,12,65,38,VL,1,257,,,,,
13/10/22,19:15,16,57,42,VL,1,255,,,,,
13/10/22,19:15,26,3,45,VL,1,256,,,,,
13/10/22,19:16,4,52,49,VL,1,297,,,,,
13/10/22,19:16,5,52,47,VL,1,243,,,,,
13/10/22,19:16,12,88,40,VL,1,268,,,,,
13/10/22,19:16,46,15,40,VL,1,230,,,,,
13/10/22,19:16,47,43,42,VL,1,244,,,,,
13/10/22,19:16,49,71,41,VL,1,270,,,,,
13/10/22,19:16,52,0,40,VL,1,256,,,,,
13/10/22,19:16,55,0,43,VL,1,257,,,,,
13/10/22,19:16,58,22,44,VL,1,256,,,,,
13/10/22,19:17,1,35,41,Moto,13,154,,,,,
13/10/22,19:17,15,62,44,VL,1,281,,,,,
13/10/22,19:17,17,26,41,VL,1,242,,,,,
13/10/22,19:17,36,27,48,VL,1,230,,,,,
13/10/22,19:17,42,11,49,VL,1,245,,,,,
13/10/22,19:17,57,29,55,VL,1,333,,,,,
13/10/22,19:18,5,26,36,VL,1,243,,,,,
13/10/22,19:18,10,95,25,VL,1,256,,,,,
13/10/22,19:18,14,16,26,VL,1,256,,,,,
13/10/22,19:18,16,68,27,VL,1,282,,,,,
13/10/22,19:18,29,82,55,VL,1,245,,,,,
13/10/22,19:18,52,74,59,VL,1,268,,,,,
13/10/22,19:18,54,86,51,VL,1,257,,,,,
13/10/22,19:18,59,1,35,VL,1,231,,,,,
13/10/22,19:19,0,28,35,VL,1,269,,,,,
13/10/22,19:19,3,27,39,VL,1,256,,,,,
13/10/22,19:19,15,95,48,VL,1,269,,,,,
13/10/22,19:19,19,4,34,VL,1,230,,,,,
13/10/22,19:19,21,13,38,VL,1,256,,,,,
13/10/22,19:19,39,82,48,VL,1,230,,,,,
13/10/22,19:19,46,8,49,VL,1,271,,,,,
13/10/22,19:2,1,65,57,VL,1,259,,,,,
13/10/22,19:2,4,81,56,VL,1,246,,,,,
13/10/22,19:2,9,60,47,VL,1,281,,,,,
13/10/22,19:2,17,20,41,VL,1,270,,,,,
13/10/22,19:2,23,4,41,VL,1,191,,,,,
13/10/22,19:2,37,96,40,VL,1,232,,,,,
13/10/22,19:2,39,86,40,VL,1,258,,,,,
13/10/22,19:20,2,92,35,PL,4,180,437,154,,,
13/10/22,19:20,4,90,34,VL,1,257,,,,,
13/10/22,19:20,9,62,37,VL,1,230,,,,,
13/10/22,19:20,23,39,36,VL,1,255,,,,,
13/10/22,19:20,25,43,36,VL,1,258,,,,,
13/10/22,19:20,29,98,31,VL,2,435,,,,,
13/10/22,19:20,33,41,43,VL,2,371,,,,,
13/10/22,19:20,35,96,41,VL,1,192,,,,,
13/10/22,19:20,36,19,29,VL,1,256,,,,,
13/10/22,19:20,41,78,30,VL,1,256,,,,,
13/10/22,19:20,45,25,29,VL,1,244,,,,,
13/10/22,19:20,55,4,47,VL,1,258,,,,,
13/10/22,19:21,10,76,45,VL,1,269,,,,,
13/10/22,19:21,15,79,39,VL,1,257,,,,,
13/10/22,19:21,18,57,38,VL,1,244,,,,,
13/10/22,19:21,22,52,37,VL,1,309,,,,,
13/10/22,19:21,26,66,40,VL,1,256,,,,,
13/10/22,19:21,52,70,41,VL,1,281,,,,,
13/10/22,19:21,55,15,37,VL,1,269,,,,,
13/10/22,19:21,57,80,35,VL,1,243,,,,,
13/10/22,19:21,59,89,32,VL,1,242,,,,,
13/10/22,19:22,4,4,34,VL,1,269,,,,,
13/10/22,19:22,5,75,33,VL,1,256,,,,,
13/10/22,19:22,7,50,34,Moto,13,141,,,,,
13/10/22,19:22,10,78,34,VL,1,244,,,,,
13/10/22,19:22,18,50,30,PL,14,537,652,,,,
13/10/22,19:22,25,58,34,VL,1,257,,,,,
13/10/22,19:22,35,91,42,VL,1,256,,,,,
13/10/22,19:22,52,92,42,VL,1,281,,,,,
13/10/22,19:23,8,93,49,VL,1,256,,,,,
13/10/22,19:23,12,49,43,VL,1,255,,,,,
13/10/22,19:23,39,17,40,VL,1,244,,,,,
13/10/22,19:23,42,43,37,VL,1,257,,,,,
13/10/22,19:23,46,16,35,VL,1,255,,,,,
13/10/22,19:23,49,35,34,VL,1,256,,,,,
13/10/22,19:23,51,44,34,VL,1,257,,,,,
13/10/22,19:23,53,55,32,VL,1,231,,,,,
13/10/22,19:23,55,5,34,VL,1,256,,,,,
13/10/22,19:23,58,99,36,VL,1,282,,,,,
13/10/22,19:24,1,18,37,VL,1,257,,,,,
13/10/22,19:24,3,86,37,VL,1,255,,,,,
13/10/22,19:24,7,26,32,VL,2,434,,,,,
13/10/22,19:24,12,28,40,VL,1,333,,,,,
13/10/22,19:24,16,30,39,VL,1,270,,,,,
13/10/22,19:24,19,68,38,VL,1,269,,,,,
13/10/22,19:25,4,88,39,VL,1,268,,,,,
13/10/22,19:25,19,60,40,VL,1,230,,,,,
13/10/22,19:25,32,21,54,VL,1,257,,,,,
13/10/22,19:25,39,4,41,VL,1,270,,,,,
13/10/22,19:25,41,27,44,VL,1,256,,,,,
13/10/22,19:25,49,55,54,VL,1,271,,,,,
13/10/22,19:25,52,41,27,Moto,13,115,,,,,
13/10/22,19:26,2,53,47,VL,1,271,,,,,
13/10/22,19:27,14,33,55,VL,1,246,,,,,
13/10/22,19:27,18,24,46,VL,1,243,,,,,
13/10/22,19:27,24,81,51,VL,1,271,,,,,
13/10/22,19:27,26,14,52,VL,1,232,,,,,
13/10/22,19:27,29,24,49,VL,1,258,,,,,
13/10/22,19:27,32,31,53,VL,1,257,,,,,
13/10/22,19:27,36,89,39,VL,1,256,,,,,
13/10/22,19:27,39,40,38,VL,1,257,,,,,
13/10/22,19:27,42,86,38,VL,1,271,,,,,
13/10/22,19:28,6,27,41,VL,1,256,,,,,
13/10/22,19:28,18,95,41,VL,1,256,,,,,
13/10/22,19:28,27,64,45,Moto,13,115,,,,,
13/10/22,19:28,33,97,43,VL,1,242,,,,,
13/10/22,19:28,36,67,41,VL,1,244,,,,,
13/10/22,19:28,45,30,28,VL,1,268,,,,,
13/10/22,19:28,46,57,29,VL,1,270,,,,,
13/10/22,19:28,48,95,26,VL,1,257,,,,,
13/10/22,19:29,17,74,33,VL,1,255,,,,,
13/10/22,19:29,28,82,46,VL,1,296,,,,,
13/10/22,19:29,35,36,42,VL,1,269,,,,,
13/10/22,19:29,37,73,52,VL,1,256,,,,,
13/10/22,19:3,15,82,47,VL,1,256,,,,,
13/10/22,19:3,19,60,42,VL,1,268,,,,,
13/10/22,19:3,33,7,48,VL,1,242,,,,,
13/10/22,19:30,16,85,39,VL,1,256,,,,,
13/10/22,19:30,18,65,37,VL,1,243,,,,,
13/10/22,19:30,22,69,34,VL,1,243,,,,,
13/10/22,19:30,24,85,35,VL,1,269,,,,,
13/10/22,19:30,29,80,35,VL,1,269,,,,,
13/10/22,19:30,30,83,33,VL,1,231,,,,,
13/10/22,19:30,32,83,34,VL,1,232,,,,,
13/10/22,19:31,25,68,51,VL,1,242,,,,,
13/10/22,19:31,27,37,51,VL,1,268,,,,,
13/10/22,19:31,48,9,39,VL,1,245,,,,,
13/10/22,19:31,49,88,39,VL,1,255,,,,,
13/10/22,19:31,57,39,52,VL,1,257,,,,,
13/10/22,19:32,3,0,47,VL,1,242,,,,,
13/10/22,19:32,11,37,35,VL,1,244,,,,,
13/10/22,19:32,13,21,33,VL,1,257,,,,,
13/10/22,19:32,14,80,37,VL,1,258,,,,,
13/10/22,19:32,19,79,41,VL,1,268,,,,,
13/10/22,19:32,21,67,41,VL,1,255,,,,,
13/10/22,19:32,26,47,41,VL,1,243,,,,,
13/10/22,19:32,30,50,43,VL,1,257,,,,,
13/10/22,19:32,41,3,45,VL,1,258,,,,,
13/10/22,19:32,54,25,63,VL,1,282,,,,,
13/10/22,19:33,26,67,41,VL,1,257,,,,,
13/10/22,19:33,28,93,43,VL,1,257,,,,,
13/10/22,19:34,11,47,44,VL,1,281,,,,,
13/10/22,19:34,23,21,41,VL,1,281,,,,,
13/10/22,19:34,30,66,42,VL,1,244,,,,,
13/10/22,19:35,10,47,39,VL,1,243,,,,,
13/10/22,19:35,12,46,35,VL,1,231,,,,,
13/10/22,19:35,17,43,39,VL,1,256,,,,,
13/10/22,19:35,19,17,42,VL,1,269,,,,,
13/10/22,19:35,27,79,34,VL,1,269,,,,,
13/10/22,19:35,29,78,36,VL,1,257,,,,,
13/10/22,19:35,33,74,37,VL,1,255,,,,,
13/10/22,19:36,12,70,49,VL,1,271,,,,,
13/10/22,19:36,29,35,59,VL,1,245,,,,,
13/10/22,19:36,57,93,39,VL,1,231,,,,,
13/10/22,19:37,5,72,51,VL,1,270,,,,,
13/10/22,19:37,8,54,55,Moto,13,141,,,,,
13/10/22,19:37,14,4,39,VL,1,256,,,,,
13/10/22,19:37,52,61,45,VL,1,270,,,,,
13/10/22,19:37,57,65,56,VL,12,307,475,,,,
13/10/22,19:37,58,84,55,Moto,13,129,,,,,
13/10/22,19:38,43,56,39,VL,1,242,,,,,
13/10/22,19:38,46,77,35,VL,1,270,,,,,
13/10/22,19:38,49,47,38,VL,1,244,,,,,
13/10/22,19:39,7,11,56,VL,1,284,,,,,
13/10/22,19:39,14,87,41,VL,1,322,,,,,
13/10/22,19:39,18,97,44,VL,1,255,,,,,
13/10/22,19:39,23,95,35,VL,1,267,,,,,
13/10/22,19:39,27,41,33,VL,1,231,,,,,
13/10/22,19:39,40,96,35,VL,1,244,,,,,
13/10/22,19:39,46,23,41,VL,1,256,,,,,
13/10/22,19:4,3,91,46,VL,1,270,,,,,
13/10/22,19:4,7,2,47,VL,1,257,,,,,
13/10/22,19:4,13,74,48,VL,1,257,,,,,
13/10/22,19:4,16,68,48,VL,1,256,,,,,
13/10/22,19:4,20,93,46,VL,1,244,,,,,
13/10/22,19:4,28,76,46,VL,1,255,,,,,
13/10/22,19:4,42,64,59,VL,1,231,,,,,
13/10/22,19:40,2,36,44,VL,1,258,,,,,
13/10/22,19:40,3,93,45,VL,1,232,,,,,
13/10/22,19:40,4,70,46,Moto,13,115,,,,,
13/10/22,19:40,10,35,41,VL,1,270,,,,,
13/10/22,19:40,12,1,38,VL,1,258,,,,,
13/10/22,19:41,44,87,37,Moto,13,115,,,,,
13/10/22,19:41,46,33,37,VL,1,256,,,,,
13/10/22,19:41,55,24,56,VL,1,232,,,,,
13/10/22,19:42,17,75,40,VL,1,231,,,,,
13/10/22,19:42,27,41,48,VL,1,257,,,,,
13/10/22,19:42,30,85,40,VL,1,255,,,,,
13/10/22,19:42,34,50,41,VL,1,257,,,,,
13/10/22,19:42,35,46,41,VL,1,243,,,,,
13/10/22,19:42,39,12,47,VL,1,272,,,,,
13/10/22,19:42,40,53,49,VL,1,270,,,,,
13/10/22,19:42,56,33,47,VL,1,245,,,,,
13/10/22,19:43,0,25,36,VL,1,258,,,,,
13/10/22,19:43,7,75,29,PL,2,603,,,,,
13/10/22,19:43,12,88,38,VL,1,244,,,,,
13/10/22,19:43,39,25,38,VL,1,282,,,,,
13/10/22,19:43,41,30,40,VL,1,256,,,,,
13/10/22,19:43,46,6,54,VL,1,256,,,,,
13/10/22,19:43,50,69,48,VL,1,270,,,,,
13/10/22,19:43,55,80,48,VL,1,269,,,,,
13/10/22,19:44,2,27,38,VL,1,269,,,,,
13/10/22,19:44,5,5,38,VL,1,283,,,,,
13/10/22,19:44,25,80,53,Moto,13,128,,,,,
13/10/22,19:44,34,41,46,VL,1,255,,,,,
13/10/22,19:44,39,61,43,VL,1,255,,,,,
13/10/22,19:44,41,19,48,VL,1,256,,,,,
13/10/22,19:44,46,55,36,VL,1,322,,,,,
13/10/22,19:44,46,39,35,VL,2,386,,,,,
13/10/22,19:44,48,53,42,VL,1,258,,,,,
13/10/22,19:45,7,70,41,VL,1,243,,,,,
13/10/22,19:45,20,17,41,VL,1,257,,,,,
13/10/22,19:45,42,0,42,VL,1,256,,,,,
13/10/22,19:45,45,6,47,VL,1,256,,,,,
13/10/22,19:45,53,44,26,PL,14,526,654,,,,
13/10/22,19:45,56,71,24,VL,1,255,,,,,
13/10/22,19:46,6,46,35,VL,1,269,,,,,
13/10/22,19:46,11,44,33,VL,1,257,,,,,
13/10/22,19:46,14,97,40,VL,1,256,,,,,
13/10/22,19:46,28,78,38,VL,1,232,,,,,
13/10/22,19:46,42,97,48,VL,1,258,,,,,
13/10/22,19:46,49,4,56,VL,1,256,,,,,
13/10/22,19:46,59,76,51,VL,1,257,,,,,
13/10/22,19:47,1,31,53,VL,1,246,,,,,
13/10/22,19:47,6,13,41,VL,1,282,,,,,
13/10/22,19:47,7,78,40,VL,1,270,,,,,
13/10/22,19:47,10,66,45,VL,1,257,,,,,
13/10/22,19:47,39,24,48,VL,1,347,,,,,
13/10/22,19:47,46,82,39,VL,1,257,,,,,
13/10/22,19:47,51,57,44,VL,1,270,,,,,
13/10/22,19:48,28,4,47,VL,1,255,,,,,
13/10/22,19:48,30,76,47,VL,1,242,,,,,
13/10/22,19:48,35,12,45,VL,1,257,,,,,
13/10/22,19:48,39,9,46,VL,1,270,,,,,
13/10/22,19:48,46,20,42,VL,1,243,,,,,
13/10/22,19:48,48,2,40,VL,1,256,,,,,
13/10/22,19:49,1,90,52,VL,1,230,,,,,
13/10/22,19:49,11,24,52,VL,1,258,,,,,
13/10/22,19:49,23,75,47,Moto,13,114,,,,,
13/10/22,19:49,25,83,48,VL,1,230,,,,,
13/10/22,19:5,1,61,52,VL,1,255,,,,,
13/10/22,19:5,10,80,47,VL,1,244,,,,,
13/10/22,19:5,12,37,52,Moto,13,141,,,,,
13/10/22,19:5,20,18,36,VL,1,255,,,,,
13/10/22,19:5,21,73,34,VL,1,268,,,,,
13/10/22,19:5,42,96,50,VL,1,281,,,,,
13/10/22,19:5,49,53,53,VL,1,242,,,,,
13/10/22,19:50,4,34,48,VL,1,244,,,,,
13/10/22,19:50,8,28,55,VL,1,258,,,,,
13/10/22,19:50,35,69,48,VL,1,269,,,,,
13/10/22,19:50,37,30,47,VL,1,257,,,,,
13/10/22,19:50,42,66,41,VL,1,268,,,,,
13/10/22,19:50,44,72,40,VL,1,256,,,,,
13/10/22,19:50,51,4,37,VL,1,269,,,,,
13/10/22,19:51,6,14,37,VL,1,231,,,,,
13/10/22,19:51,8,16,39,VL,1,268,,,,,
13/10/22,19:51,20,80,58,VL,1,245,,,,,
13/10/22,19:51,23,59,55,VL,1,269,,,,,
13/10/22,19:51,36,44,44,VL,1,348,,,,,
13/10/22,19:51,38,77,41,VL,1,257,,,,,
13/10/22,19:51,40,50,42,VL,1,258,,,,,
13/10/22,19:52,7,20,40,VL,1,256,,,,,
13/10/22,19:52,12,94,52,VL,1,244,,,,,
13/10/22,19:52,19,53,43,VL,1,257,,,,,
13/10/22,19:52,21,81,41,VL,1,244,,,,,
13/10/22,19:52,23,33,43,VL,1,280,,,,,
13/10/22,19:52,57,64,42,VL,1,256,,,,,
13/10/22,19:52,59,43,41,VL,1,245,,,,,
13/10/22,19:53,1,48,42,VL,1,245,,,,,
13/10/22,19:53,7,17,48,VL,1,269,,,,,
13/10/22,19:53,9,36,46,VL,1,257,,,,,
13/10/22,19:53,13,32,46,VL,1,320,,,,,
13/10/22,19:53,22,34,26,VL,1,281,,,,,
13/10/22,19:54,2,99,31,PL,14,525,653,,,,
13/10/22,19:54,5,21,32,VL,1,282,,,,,
13/10/22,19:54,7,40,32,VL,1,243,,,,,
13/10/22,19:54,9,85,32,VL,12,230,796,115,,,
13/10/22,19:54,13,43,34,VL,1,244,,,,,
13/10/22,19:54,16,37,42,VL,1,257,,,,,
13/10/22,19:54,29,50,52,VL,1,232,,,,,
13/10/22,19:54,32,32,49,VL,1,269,,,,,
13/10/22,19:54,36,98,41,VL,1,257,,,,,
13/10/22,19:54,43,44,46,VL,1,256,,,,,
13/10/22,19:55,20,23,40,VL,1,270,,,,,
13/10/22,19:55,38,9,46,VL,1,256,,,,,
13/10/22,19:55,39,60,45,VL,1,257,,,,,
13/10/22,19:55,41,62,47,VL,1,244,,,,,
13/10/22,19:55,51,60,98,VL,2,405,,,,,
13/10/22,19:56,20,9,51,Moto,13,115,,,,,
13/10/22,19:56,51,70,45,VL,1,244,,,,,
13/10/22,19:56,54,0,46,VL,1,256,,,,,
13/10/22,19:56,56,32,43,VL,1,256,,,,,
13/10/22,19:56,59,2,42,VL,1,243,,,,,
13/10/22,19:57,1,29,40,VL,1,270,,,,,
13/10/22,19:57,3,35,40,VL,1,231,,,,,
13/10/22,19:57,7,21,48,VL,1,269,,,,,
13/10/22,19:57,12,56,42,VL,1,256,,,,,
13/10/22,19:57,25,97,49,VL,1,243,,,,,
13/10/22,19:57,47,65,46,VL,1,257,,,,,
13/10/22,19:57,48,85,48,VL,1,282,,,,,
13/10/22,19:57,50,93,52,VL,1,232,,,,,
13/10/22,19:57,54,87,50,VL,1,268,,,,,
13/10/22,19:57,58,82,47,VL,1,230,,,,,
13/10/22,19:58,3,4,42,VL,1,256,,,,,
13/10/22,19:58,6,74,40,VL,1,270,,,,,
13/10/22,19:58,21,4,44,VL,1,269,,,,,
13/10/22,19:59,3,59,48,VL,1,270,,,,,
13/10/22,19:59,33,19,45,VL,1,243,,,,,
13/10/22,19:59,36,23,48,VL,1,256,,,,,
13/10/22,19:59,38,20,49,VL,1,231,,,,,
13/10/22,19:59,40,10,52,Moto,13,142,,,,,
13/10/22,19:59,43,16,66,VL,1,257,,,,,
13/10/22,19:59,46,59,55,VL,1,259,,,,,
13/10/22,19:59,51,16,42,Moto,13,115,,,,,
13/10/22,19:6,9,78,27,PL,14,524,652,,,,
13/10/22,19:6,12,19,28,VL,1,268,,,,,
13/10/22,19:6,12,4,30,VL,2,397,,,,,
13/10/22,19:6,15,7,32,VL,1,257,,,,,
13/10/22,19:6,18,12,32,VL,1,243,,,,,
13/10/22,19:6,20,15,31,VL,1,257,,,,,
13/10/22,19:6,24,33,34,VL,1,268,,,,,
13/10/22,19:6,27,98,33,VL,1,244,,,,,
13/10/22,19:6,30,20,38,Moto,13,128,,,,,
13/10/22,19:6,56,97,55,VL,1,255,,,,,
13/10/22,19:7,4,18,45,VL,1,256,,,,,
13/10/22,19:7,12,11,40,VL,1,268,,,,,
13/10/22,19:7,14,55,38,VL,1,258,,,,,
13/10/22,19:8,4,17,51,VL,1,267,,,,,
13/10/22,19:8,8,79,39,VL,1,244,,,,,
13/10/22,19:8,15,48,40,VL,1,320,,,,,
13/10/22,19:8,36,83,62,VL,1,255,,,,,
13/10/22,19:8,50,88,34,VL,1,258,,,,,
13/10/22,19:8,53,61,36,VL,1,269,,,,,
13/10/22,19:8,55,93,36,VL,1,309,,,,,
13/10/22,19:9,0,28,45,VL,1,256,,,,,
13/10/22,19:9,6,55,35,VL,1,243,,,,,
13/10/22,19:9,12,52,33,VL,1,257,,,,,
13/10/22,19:9,28,33,34,VL,1,245,,,,,
13/10/22,19:9,51,29,37,VL,1,268,,,,,
13/10/22,19:9,53,4,36,VL,1,256,,,,,
13/10/22,19:9,54,65,35,VL,1,255,,,,,
13/10/22,19:9,59,39,31,VL,1,243,,,,,
13/10/22,2:0,17,65,63,VL,1,256,,,,,
13/10/22,2:1,37,34,46,VL,1,257,,,,,
13/10/22,2:10,28,69,69,VL,1,294,,,,,
13/10/22,2:15,11,17,58,VL,1,256,,,,,
13/10/22,2:16,10,16,48,VL,1,269,,,,,
13/10/22,2:16,59,65,45,VL,1,256,,,,,
13/10/22,2:20,35,44,47,VL,1,257,,,,,
13/10/22,2:22,32,98,59,VL,1,245,,,,,
13/10/22,2:28,11,4,53,VL,1,256,,,,,
13/10/22,2:28,15,22,43,VL,1,270,,,,,
13/10/22,2:28,19,24,53,VL,1,229,,,,,
13/10/22,2:3,36,57,59,VL,1,257,,,,,
13/10/22,2:30,6,44,42,VL,1,230,,,,,
13/10/22,2:30,49,36,43,VL,1,268,,,,,
13/10/22,2:32,58,94,41,VL,1,232,,,,,
13/10/22,2:38,1,70,51,VL,1,271,,,,,
13/10/22,2:38,9,14,49,VL,1,256,,,,,
13/10/22,2:39,9,0,49,VL,1,334,,,,,
13/10/22,2:40,13,91,41,VL,1,232,,,,,
13/10/22,2:5,51,24,45,VL,1,270,,,,,
13/10/22,2:50,41,41,47,VL,1,268,,,,,
13/10/22,2:52,36,19,62,VL,1,268,,,,,
13/10/22,2:57,33,64,39,VL,1,242,,,,,
13/10/22,2:59,48,17,47,VL,1,270,,,,,
13/10/22,2:6,14,46,49,VL,1,271,,,,,
13/10/22,20:0,22,14,59,VL,1,258,,,,,
13/10/22,20:0,31,8,38,VL,1,258,,,,,
13/10/22,20:0,32,64,37,VL,1,244,,,,,
13/10/22,20:0,37,81,42,Moto,13,128,,,,,
13/10/22,20:0,41,53,44,VL,1,283,,,,,
13/10/22,20:0,46,92,45,VL,1,268,,,,,
13/10/22,20:1,13,93,42,VL,1,230,,,,,
13/10/22,20:1,19,57,52,VL,1,255,,,,,
13/10/22,20:1,23,46,50,VL,1,243,,,,,
13/10/22,20:1,52,73,45,VL,1,347,,,,,
13/10/22,20:1,53,88,44,VL,1,255,,,,,
13/10/22,20:10,11,55,40,VL,1,242,,,,,
13/10/22,20:10,15,25,38,VL,1,269,,,,,
13/10/22,20:10,17,13,37,VL,1,244,,,,,
13/10/22,20:10,22,99,32,VL,1,231,,,,,
13/10/22,20:10,24,76,34,VL,1,242,,,,,
13/10/22,20:10,27,38,35,VL,1,281,,,,,
13/10/22,20:10,29,6,37,VL,1,295,,,,,
13/10/22,20:10,31,50,35,VL,1,255,,,,,
13/10/22,20:10,32,64,40,VL,1,270,,,,,
13/10/22,20:10,56,92,62,VL,1,257,,,,,
13/10/22,20:11,3,71,55,VL,1,245,,,,,
13/10/22,20:11,6,52,49,VL,1,243,,,,,
13/10/22,20:11,19,68,34,VL,1,243,,,,,
13/10/22,20:11,21,55,32,VL,1,243,,,,,
13/10/22,20:11,22,71,31,VL,1,269,,,,,
13/10/22,20:11,24,53,32,VL,1,243,,,,,
13/10/22,20:11,43,48,44,VL,1,267,,,,,
13/10/22,20:11,58,14,53,VL,1,257,,,,,
13/10/22,20:12,5,50,54,VL,1,259,,,,,
13/10/22,20:12,9,90,39,VL,1,269,,,,,
13/10/22,20:12,13,60,41,VL,1,230,,,,,
13/10/22,20:12,15,97,39,VL,1,282,,,,,
13/10/22,20:12,19,79,40,VL,1,256,,,,,
13/10/22,20:12,23,87,46,VL,1,258,,,,,
13/10/22,20:12,54,36,34,VL,1,348,,,,,
13/10/22,20:13,8,8,40,VL,12,256,204,,,,
13/10/22,20:13,11,97,36,VL,1,258,,,,,
13/10/22,20:13,15,57,36,VL,12,231,296,,,,
13/10/22,20:13,17,25,34,VL,1,244,,,,,
13/10/22,20:13,20,6,35,VL,1,270,,,,,
13/10/22,20:13,24,76,42,Moto,13,140,,,,,
13/10/22,20:13,38,99,46,VL,1,243,,,,,
13/10/22,20:13,41,46,55,VL,1,259,,,,,
13/10/22,20:13,45,61,45,VL,1,346,,,,,
13/10/22,20:14,1,72,40,VL,1,256,,,,,
13/10/22,20:14,14,35,36,PL,14,527,656,,,,
13/10/22,20:14,16,42,35,Moto,13,115,,,,,
13/10/22,20:14,19,16,36,VL,1,230,,,,,
13/10/22,20:14,21,49,35,VL,1,268,,,,,
13/10/22,20:14,23,36,36,VL,1,244,,,,,
13/10/22,20:14,25,54,37,VL,1,243,,,,,
13/10/22,20:14,28,67,39,VL,1,230,,,,,
13/10/22,20:14,49,51,57,VL,1,269,,,,,
13/10/22,20:14,53,62,46,VL,1,245,,,,,
13/10/22,20:14,55,53,46,VL,1,258,,,,,
13/10/22,20:14,59,80,44,VL,1,242,,,,,
13/10/22,20:15,1,62,45,VL,1,257,,,,,
13/10/22,20:15,3,70,43,VL,1,242,,,,,
13/10/22,20:15,11,83,47,VL,1,297,,,,,
13/10/22,20:15,15,11,45,VL,1,257,,,,,
13/10/22,20:15,29,39,45,VL,1,256,,,,,
13/10/22,20:15,33,48,42,VL,1,271,,,,,
13/10/22,20:15,38,15,40,VL,1,231,,,,,
13/10/22,20:15,45,82,36,VL,1,231,,,,,
13/10/22,20:16,10,89,42,VL,1,270,,,,,
13/10/22,20:16,12,21,44,VL,1,243,,,,,
13/10/22,20:16,16,13,38,VL,1,245,,,,,
13/10/22,20:16,21,0,43,VL,1,259,,,,,
13/10/22,20:16,22,95,42,VL,1,231,,,,,
13/10/22,20:16,46,41,43,VL,1,256,,,,,
13/10/22,20:16,54,63,51,VL,1,231,,,,,
13/10/22,20:16,59,38,48,VL,1,257,,,,,
13/10/22,20:17,3,91,42,VL,1,245,,,,,
13/10/22,20:17,8,14,42,VL,1,256,,,,,
13/10/22,20:17,44,74,48,Moto,13,114,,,,,
13/10/22,20:17,47,33,42,VL,1,258,,,,,
13/10/22,20:17,50,61,43,VL,1,269,,,,,
13/10/22,20:17,55,88,39,VL,1,270,,,,,
13/10/22,20:17,59,87,38,VL,1,245,,,,,
13/10/22,20:18,18,52,47,VL,1,246,,,,,
13/10/22,20:18,28,82,54,VL,2,371,,,,,
13/10/22,20:18,34,2,40,VL,2,409,,,,,
13/10/22,20:18,37,99,40,VL,1,244,,,,,
13/10/22,20:18,42,68,44,Moto,13,127,,,,,
13/10/22,20:18,48,62,42,VL,1,270,,,,,
13/10/22,20:18,53,36,59,VL,1,257,,,,,
13/10/22,20:18,58,75,50,VL,1,243,,,,,
