ID,Catégorie,Horodate,Entrant,Sortant
45523,VL,2022/10/17 19:15:46.621,,x
45524,VELO,2022/10/17 19:15:54.423,x,
45525,EDPM,2022/10/17 19:16:13.486,x,
45526,VELO,2022/10/17 19:16:31.354,,x
45527,VL,2022/10/17 19:16:43.621,,x
45528,VL,2022/10/17 19:17:09.422,,x
45543,VELO,2022/10/17 19:19:00.020,,x
45544,VL,2022/10/17 19:19:19.685,,x
45549,VELO,2022/10/17 19:19:57.886,,x
45550,VELO,2022/10/17 19:20:19.885,,x
45558,VELO,2022/10/17 19:22:04.152,x,
45561,VL,2022/10/17 19:22:12.418,,x
45562,VL,2022/10/17 19:22:25.420,,x
45563,VELO,2022/10/17 19:22:57.818,,x
45564,VELO,2022/10/17 19:23:05.481,,x
45567,VL,2022/10/17 19:25:41.282,,x
45568,VL,2022/10/17 19:25:57.284,,x
45569,VELO,2022/10/17 19:26:47.816,,x
45570,VELO,2022/10/17 19:27:43.146,x,
129086,VELO,2022/10/17 19:29:39.013,,x
129087,VELO,2022/10/17 19:30:27.813,,x
45579,VELO,2022/10/17 19:30:31.146,,x
45584,EDPM,2022/10/17 19:31:17.214,x,
45586,VL,2022/10/17 19:32:18.279,,x
45588,VELO,2022/10/17 19:32:30.144,,x
45600,VELO,2022/10/17 19:36:12.210,,x
45603,VELO,2022/10/17 19:38:07.610,,x
129102,VELO,2022/10/17 19:38:42.540,,x
45610,VELO,2022/10/17 19:39:34.008,,x
45618,VELO,2022/10/17 19:41:15.474,,x
45619,VL,2022/10/17 19:41:19.809,,x
45621,VL,2022/10/17 19:41:30.607,,x
45622,VELO,2022/10/17 19:42:53.205,,x
45623,VELO,2022/10/17 19:43:40.870,,x
45626,VL,2022/10/17 19:45:43.004,,x
45627,VELO,2022/10/17 19:47:12.870,x,
129118,VELO,2022/10/17 19:48:02.934,x,
129119,VELO,2022/10/17 19:48:05.734,x,
129120,VELO,2022/10/17 19:48:06.068,x,
45635,VELO,2022/10/17 19:48:23.470,,x
45636,VELO,2022/10/17 19:48:24.535,x,
45637,VELO,2022/10/17 19:49:25.701,,x
45638,VL,2022/10/17 19:49:53.568,,x
45639,VELO,2022/10/17 19:49:57.934,,x
45640,VL,2022/10/17 19:50:00.867,,x
45641,VL,2022/10/17 19:50:05.201,,x
45644,VELO,2022/10/17 19:50:10.602,,x
129123,VELO,2022/10/17 19:50:14.601,,x
45655,VL,2022/10/17 19:50:23.735,,x
45662,VELO,2022/10/17 19:50:34.068,,x
45663,VELO,2022/10/17 19:50:35.868,x,
45656,VL,2022/10/17 19:50:48.968,,x
45672,VL,2022/10/17 19:51:05.299,,x
45678,VL,2022/10/17 19:51:57.733,,x
45679,VELO,2022/10/17 19:52:56.901,,x
45694,VL,2022/10/17 19:55:34.865,,x
45695,VELO,2022/10/17 19:55:39.465,,x
45701,VELO,2022/10/17 19:56:11.395,,x
45707,VELO,2022/10/17 19:58:13.264,,x
129145,VELO,2022/10/17 19:58:15.465,x,
129148,VELO,2022/10/17 19:58:27.062,,x
45721,VL,2022/10/17 19:59:40.664,,x
45722,VL,2022/10/17 20:00:02.396,,x
45723,VL,2022/10/17 20:00:36.662,,x
45724,VELO,2022/10/17 20:01:24.525,,x
45725,VELO,2022/10/17 20:01:29.661,,x
45726,VELO,2022/10/17 20:01:32.327,,x
45729,VL,2022/10/17 20:02:31.726,,x
45730,VL,2022/10/17 20:02:50.461,,x
45731,VELO,2022/10/17 20:03:12.527,,x
129161,VELO,2022/10/17 20:03:26.059,,x
45737,VELO,2022/10/17 20:05:20.589,,x
45740,VELO,2022/10/17 20:05:33.926,,x
45741,VELO,2022/10/17 20:05:34.059,x,
45742,VELO,2022/10/17 20:07:18.259,,x
45743,VELO,2022/10/17 20:07:58.656,,x
129164,VELO,2022/10/17 20:08:51.390,x,
45744,VL,2022/10/17 20:08:53.656,,x
45751,VELO,2022/10/17 20:09:08.658,,x
45755,VELO,2022/10/17 20:09:22.256,,x
45756,VELO,2022/10/17 20:09:29.323,,x
45758,VL,2022/10/17 20:12:30.853,,x
45774,VL,2022/10/17 20:18:55.851,,x
45775,VELO,2022/10/17 20:19:53.048,,x
45776,VL,2022/10/17 20:20:43.448,,x
45777,VL,2022/10/17 20:21:20.249,,x
129178,VL,2022/10/17 20:21:57.314,x,
129180,VELO,2022/10/17 20:22:15.982,x,
45781,VL,2022/10/17 20:22:21.515,,x
45785,VL,2022/10/17 20:23:00.115,,x
45786,VELO,2022/10/17 20:23:30.382,,x
45790,VELO,2022/10/17 20:23:33.915,,x
45788,VELO,2022/10/17 20:23:34.581,,x
45792,VELO,2022/10/17 20:24:02.380,x,
45793,VELO,2022/10/17 20:24:47.445,,x
45794,VELO,2022/10/17 20:25:12.982,x,
129193,VELO,2022/10/17 20:28:20.497,x,
45801,VL,2022/10/17 20:32:58.027,,x
45803,VELO,2022/10/17 20:35:34.359,,x
45810,VELO,2022/10/17 20:44:33.286,,x
45820,VL,2022/10/17 20:49:08.817,,x
45821,VELO,2022/10/17 20:49:26.084,x,
45822,VELO,2022/10/17 20:49:33.284,,x
45823,VL,2022/10/17 20:50:22.018,,x
45824,VELO,2022/10/17 20:50:44.415,,x
45828,VELO,2022/10/17 20:55:05.412,,x
45829,VELO,2022/10/17 20:58:29.879,,x
129197,VELO,2022/10/17 21:00:41.679,,x
45833,VELO,2022/10/17 21:02:26.542,,x
45851,VL,2022/10/17 21:05:56.542,,x
45852,VELO,2022/10/17 21:09:25.672,,x
45853,VELO,2022/10/17 21:09:25.938,x,
45854,VELO,2022/10/17 21:15:09.567,,x
45874,VELO,2022/10/17 21:18:19.067,,x
45875,VELO,2022/10/17 21:24:16.994,,x
45876,VELO,2022/10/17 21:24:17.128,x,
129225,VL,2022/10/17 21:27:32.594,x,
45881,VL,2022/10/17 21:27:49.662,,x
45887,VL,2022/10/17 21:30:34.658,,x
45899,VELO,2022/10/17 21:48:13.829,,x
45900,VELO,2022/10/17 21:50:01.327,,x
129232,VELO,2022/10/17 21:50:02.360,,x
45902,VL,2022/10/17 22:00:39.223,,x
45906,VELO,2022/10/17 22:01:20.323,,x
129239,VELO,2022/10/17 22:02:05.490,x,
45911,VELO,2022/10/17 22:02:20.454,,x
45912,VL,2022/10/17 22:06:55.785,,x
45913,MOTO,2022/10/17 22:10:45.249,,x
45917,VELO,2022/10/17 22:19:35.273,,x
45918,VL,2022/10/17 22:21:19.337,,x
45920,VL,2022/10/17 22:40:44.194,,x
45922,VL,2022/10/17 22:41:50.528,,x
129251,VELO,2022/10/17 22:55:50.553,x,
129253,VELO,2022/10/17 23:35:39.528,x,
45932,VELO,2022/10/18 00:03:26.363,,x
45933,VELO,2022/10/18 00:03:26.964,x,
45937,VL,2022/10/18 00:30:20.813,,x
129258,VL,2022/10/18 00:57:05.629,x,
45948,VL,2022/10/18 01:33:31.375,,x
129266,VL,2022/10/18 01:40:43.172,x,
129268,VELO,2022/10/18 02:24:52.145,x,
129277,VELO,2022/10/18 02:25:05.011,,x
45959,VELO,2022/10/18 02:25:23.145,,x
45970,MOTO,2022/10/18 02:25:31.278,,x
45990,UT,2022/10/18 04:52:23.648,,x
129287,VL,2022/10/18 05:01:26.878,x,
129291,VL,2022/10/18 05:04:33.210,x,
129292,VELO,2022/10/18 05:04:49.075,x,
45998,VL,2022/10/18 05:08:02.039,,x
129294,VL,2022/10/18 05:48:16.785,x,
46001,VL,2022/10/18 05:48:59.120,,x
129297,VL,2022/10/18 05:52:20.984,x,
129298,VL,2022/10/18 05:53:47.383,x,
129301,VL,2022/10/18 05:56:51.981,x,
129306,VL,2022/10/18 06:46:26.654,x,
129309,VELO,2022/10/18 06:47:55.052,x,
129310,VELO,2022/10/18 06:53:50.249,x,
129317,VL,2022/10/18 06:53:58.183,x,
129318,VL,2022/10/18 06:54:19.182,x,
129319,VL,2022/10/18 06:55:51.978,x,
46026,VL,2022/10/18 07:02:50.643,,x
129322,VL,2022/10/18 07:03:12.575,x,
129323,UT,2022/10/18 07:05:42.108,x,
129326,VL,2022/10/18 07:08:54.640,x,
129327,VL,2022/10/18 07:10:13.970,x,
129329,VL,2022/10/18 07:10:39.102,x,
46038,VL,2022/10/18 07:13:12.903,,x
129335,VL,2022/10/18 07:15:36.533,x,
129336,VELO,2022/10/18 07:15:38.199,x,
129348,VELO,2022/10/18 07:23:10.528,x,
129355,VELO,2022/10/18 07:23:37.729,x,
129356,PL_1,2022/10/18 07:25:06.124,x,
129358,VL,2022/10/18 07:26:30.792,x,
129359,VL,2022/10/18 07:26:41.057,x,
129360,VELO,2022/10/18 07:28:30.124,x,
129365,PL_1,2022/10/18 07:29:00.790,x,
129367,VL,2022/10/18 07:29:34.324,x,
129370,VL,2022/10/18 07:31:21.921,x,
129380,VELO,2022/10/18 07:33:06.854,x,
129382,UT,2022/10/18 07:33:41.052,x,
129393,VELO,2022/10/18 07:34:02.787,x,
129394,VL,2022/10/18 07:34:06.588,x,
129403,UT,2022/10/18 07:35:09.653,x,
129404,VL,2022/10/18 07:35:15.454,x,
129411,VELO,2022/10/18 07:35:30.052,x,
129412,VL,2022/10/18 07:35:36.587,x,
129413,VL,2022/10/18 07:35:43.851,x,
129422,VELO,2022/10/18 07:36:46.185,x,
129424,VL,2022/10/18 07:36:51.920,x,
46131,VELO,2022/10/18 07:37:13.785,,x
129434,VELO,2022/10/18 07:37:35.585,x,
129450,EDPM,2022/10/18 07:37:50.451,x,
46138,EDPM,2022/10/18 07:37:51.918,,x
129458,VELO,2022/10/18 07:38:53.515,x,
129460,VELO,2022/10/18 07:38:55.850,x,
129467,VELO,2022/10/18 07:39:05.451,x,
129468,VELO,2022/10/18 07:39:14.385,x,
129474,VELO,2022/10/18 07:39:57.584,x,
46158,VL,2022/10/18 07:40:08.849,,x
129483,VELO,2022/10/18 07:40:45.651,x,
129485,VL,2022/10/18 07:40:46.918,x,
129488,VELO,2022/10/18 07:41:05.117,x,
129492,VELO,2022/10/18 07:41:20.316,x,
129494,VL,2022/10/18 07:41:30.648,x,
129499,VL,2022/10/18 07:41:34.783,x,
46192,PL_1,2022/10/18 07:42:04.782,,x
129504,VELO,2022/10/18 07:42:20.583,x,
129506,VELO,2022/10/18 07:42:25.583,x,
129513,VELO,2022/10/18 07:42:44.050,x,
129520,VL,2022/10/18 07:43:04.847,x,
129526,VL,2022/10/18 07:43:29.315,x,
46227,VELO,2022/10/18 07:43:36.315,x,
129531,VELO,2022/10/18 07:43:39.315,x,
129535,VELO,2022/10/18 07:43:41.982,x,
129543,VELO,2022/10/18 07:43:58.446,x,
46239,VELO,2022/10/18 07:44:03.581,x,
129546,VELO,2022/10/18 07:44:38.915,x,
129556,VELO,2022/10/18 07:45:04.048,x,
129558,VELO,2022/10/18 07:45:05.248,x,
129559,VELO,2022/10/18 07:45:05.516,x,
129563,VL,2022/10/18 07:45:29.913,x,
129566,VL,2022/10/18 07:45:43.580,x,
129572,VELO,2022/10/18 07:46:06.647,x,
129577,VL,2022/10/18 07:46:24.045,x,
129584,VELO,2022/10/18 07:46:31.579,x,
129588,VL,2022/10/18 07:46:37.046,x,
129591,VL,2022/10/18 07:46:46.248,x,
129621,VL,2022/10/18 07:47:40.046,x,
129626,VL,2022/10/18 07:47:42.181,x,
129627,VELO,2022/10/18 07:47:46.048,x,
129633,EDPM,2022/10/18 07:47:51.579,x,
46326,EDPM,2022/10/18 07:47:52.579,x,
129639,VL,2022/10/18 07:47:56.577,x,
129640,VL,2022/10/18 07:47:56.778,x,
129646,VL,2022/10/18 07:48:06.380,x,
129654,VL,2022/10/18 07:48:50.512,x,
46355,VELO,2022/10/18 07:48:56.312,x,
129657,VELO,2022/10/18 07:49:11.510,x,
129659,VL,2022/10/18 07:49:31.909,x,
129662,VELO,2022/10/18 07:49:35.243,x,
129664,VL,2022/10/18 07:49:35.643,x,
46375,VELO,2022/10/18 07:49:36.842,x,
129665,VELO,2022/10/18 07:49:40.043,x,
129669,EDPM,2022/10/18 07:50:01.842,x,
46390,VELO,2022/10/18 07:50:04.244,x,
46391,EDPM,2022/10/18 07:50:04.244,x,
46396,VELO,2022/10/18 07:50:10.577,x,
46397,VL,2022/10/18 07:50:17.377,,x
129673,UT,2022/10/18 07:50:23.178,x,
129674,VELO,2022/10/18 07:50:35.779,x,
129678,VELO,2022/10/18 07:50:40.777,x,
46411,VELO,2022/10/18 07:50:56.110,x,
129691,VL,2022/10/18 07:50:56.576,x,
46419,VL,2022/10/18 07:51:18.843,,x
129705,VELO,2022/10/18 07:51:29.577,x,
129711,VL,2022/10/18 07:51:37.444,x,
129721,VL,2022/10/18 07:51:47.777,x,
129731,VELO,2022/10/18 07:52:30.309,x,
129732,MOTO,2022/10/18 07:52:32.509,x,
129735,VELO,2022/10/18 07:52:38.510,x,
46473,VELO,2022/10/18 07:52:39.843,x,
129741,EDPM,2022/10/18 07:52:46.710,x,
46476,EDPM,2022/10/18 07:52:48.244,x,
129753,VELO,2022/10/18 07:52:58.576,x,
129764,VELO,2022/10/18 07:53:01.640,x,
129773,VELO,2022/10/18 07:53:08.041,x,
46494,VELO,2022/10/18 07:53:08.974,x,
129777,VELO,2022/10/18 07:53:14.976,x,
129781,VELO,2022/10/18 07:53:33.909,x,
129782,VELO,2022/10/18 07:53:36.778,x,
46502,VELO,2022/10/18 07:53:42.110,x,
46504,VELO,2022/10/18 07:53:46.642,x,
129786,VELO,2022/10/18 07:53:53.176,x,
129792,VELO,2022/10/18 07:53:58.443,x,
129796,VELO,2022/10/18 07:54:04.178,x,
129797,VL,2022/10/18 07:54:07.976,x,
46516,VL,2022/10/18 07:54:09.443,,x
129802,VL,2022/10/18 07:54:15.509,x,
129804,VELO,2022/10/18 07:54:34.309,x,
129805,VELO,2022/10/18 07:54:56.442,x,
129812,VELO,2022/10/18 07:55:03.373,x,
129814,VL,2022/10/18 07:55:03.839,x,
129816,VELO,2022/10/18 07:55:04.373,x,
129818,VELO,2022/10/18 07:55:09.640,x,
129820,VELO,2022/10/18 07:55:12.109,x,
129824,VL,2022/10/18 07:55:22.576,x,
129825,VL,2022/10/18 07:55:26.107,x,
129828,VELO,2022/10/18 07:55:30.041,x,
46546,VL,2022/10/18 07:55:48.174,,x
129842,VELO,2022/10/18 07:55:58.307,x,
129853,VELO,2022/10/18 07:56:24.374,x,
129856,VELO,2022/10/18 07:56:32.707,x,
129858,VELO,2022/10/18 07:56:39.908,x,
129873,VELO,2022/10/18 07:56:57.105,x,
46618,VELO,2022/10/18 07:57:03.174,,x
129880,VELO,2022/10/18 07:57:07.306,x,
129885,VL,2022/10/18 07:57:09.440,x,
129891,VL,2022/10/18 07:57:24.908,x,
129911,VELO,2022/10/18 07:57:53.842,x,
129913,VL,2022/10/18 07:58:00.040,x,
129915,VL,2022/10/18 07:58:08.237,x,
129921,VELO,2022/10/18 07:58:54.106,x,
129924,VL,2022/10/18 07:59:04.636,x,
129935,VL,2022/10/18 07:59:18.040,x,
129936,VELO,2022/10/18 07:59:41.439,x,
129938,VELO,2022/10/18 07:59:43.838,x,
129941,VELO,2022/10/18 07:59:47.171,x,
129947,VELO,2022/10/18 07:59:50.904,x,
46697,VELO,2022/10/18 08:00:02.907,x,
129950,MOTO,2022/10/18 08:00:07.705,x,
129953,VELO,2022/10/18 08:00:13.504,x,
129956,VL,2022/10/18 08:00:19.637,x,
129958,VELO,2022/10/18 08:00:26.571,x,
129961,VL,2022/10/18 08:00:30.371,x,
129977,VELO,2022/10/18 08:00:41.506,x,
129978,VL,2022/10/18 08:00:41.638,x,
129986,VL,2022/10/18 08:01:00.705,x,
46713,VELO,2022/10/18 08:01:03.437,,x
46715,VELO,2022/10/18 08:01:04.904,x,
129988,VELO,2022/10/18 08:01:08.570,x,
129989,VL,2022/10/18 08:01:48.171,x,
129997,VL,2022/10/18 08:02:05.172,x,
46724,VL,2022/10/18 08:02:06.238,,x
129999,VELO,2022/10/18 08:02:12.104,x,
130001,VL,2022/10/18 08:02:19.104,x,
130004,VL,2022/10/18 08:02:21.638,x,
130005,VELO,2022/10/18 08:02:21.705,x,
46741,VELO,2022/10/18 08:02:38.305,,x
130017,VELO,2022/10/18 08:03:38.634,x,
130022,VL,2022/10/18 08:04:02.070,x,
130024,VELO,2022/10/18 08:04:32.666,x,
130029,VELO,2022/10/18 08:04:54.768,x,
130044,VL,2022/10/18 08:05:20.134,x,
130047,VL,2022/10/18 08:05:23.334,x,
130050,VL,2022/10/18 08:05:34.667,x,
130058,VL,2022/10/18 08:06:01.602,x,
130061,VL,2022/10/18 08:06:27.334,x,
46781,VELO,2022/10/18 08:06:31.201,x,
130065,VL,2022/10/18 08:06:37.802,x,
130070,VL,2022/10/18 08:06:43.368,x,
130077,VL,2022/10/18 08:06:47.501,x,
130080,VELO,2022/10/18 08:07:01.034,x,
130081,VELO,2022/10/18 08:07:16.667,x,
130082,VELO,2022/10/18 08:07:20.535,x,
130086,VELO,2022/10/18 08:07:33.167,x,
130089,VELO,2022/10/18 08:07:34.867,x,
130096,VELO,2022/10/18 08:07:59.101,x,
130104,VELO,2022/10/18 08:08:21.034,x,
130107,VL,2022/10/18 08:08:29.701,x,
130110,VL,2022/10/18 08:08:34.533,x,
130111,VL,2022/10/18 08:08:35.834,x,
130113,VL,2022/10/18 08:09:06.567,x,
130119,VL,2022/10/18 08:10:15.165,x,
130122,VELO,2022/10/18 08:10:34.467,x,
130123,VL,2022/10/18 08:10:42.967,x,
46831,VELO,2022/10/18 08:11:12.865,x,
130124,VELO,2022/10/18 08:11:13.932,x,
46832,VELO,2022/10/18 08:11:19.134,x,
130125,VL,2022/10/18 08:12:17.628,x,
130126,VL,2022/10/18 08:12:20.562,x,
46837,VELO,2022/10/18 08:12:22.096,x,
130129,VELO,2022/10/18 08:12:25.763,x,
130130,VL,2022/10/18 08:12:31.300,x,
130132,VL,2022/10/18 08:12:40.498,x,
130134,VELO,2022/10/18 08:12:41.631,x,
130138,VELO,2022/10/18 08:12:53.432,x,
130143,MOTO,2022/10/18 08:13:09.098,x,
130145,VELO,2022/10/18 08:13:09.431,x,
130150,VELO,2022/10/18 08:13:24.431,x,
130160,VL,2022/10/18 08:13:56.363,x,
130166,VL,2022/10/18 08:14:04.563,x,
130168,VL,2022/10/18 08:14:25.362,x,
46858,VELO,2022/10/18 08:14:29.363,,x
130169,VELO,2022/10/18 08:14:33.164,x,
130171,PL_1,2022/10/18 08:14:44.828,x,
130172,VL,2022/10/18 08:15:02.763,x,
130173,VELO,2022/10/18 08:15:18.694,x,
130174,VELO,2022/10/18 08:15:19.362,x,
130176,VELO,2022/10/18 08:15:20.495,x,
130177,VELO,2022/10/18 08:15:20.629,x,
130182,VELO,2022/10/18 08:15:24.694,x,
130183,VL,2022/10/18 08:15:31.564,x,
130184,VL,2022/10/18 08:16:21.161,x,
130195,VELO,2022/10/18 08:16:50.499,x,
130196,VELO,2022/10/18 08:16:50.565,x,
130201,VELO,2022/10/18 08:16:53.028,x,
130203,VL,2022/10/18 08:17:24.431,x,
46912,VELO,2022/10/18 08:17:43.894,x,
130206,VELO,2022/10/18 08:18:02.027,x,
130209,VL,2022/10/18 08:18:07.895,x,
130214,VELO,2022/10/18 08:18:31.026,x,
46921,UT,2022/10/18 08:18:52.959,,x
130216,VL,2022/10/18 08:19:11.092,x,
130217,VL,2022/10/18 08:19:14.759,x,
130221,VELO,2022/10/18 08:19:29.760,x,
46933,VELO,2022/10/18 08:20:04.959,x,
130224,VELO,2022/10/18 08:20:24.226,x,
130231,VELO,2022/10/18 08:20:30.226,x,
130234,VL,2022/10/18 08:20:40.426,x,
130239,VELO,2022/10/18 08:20:49.760,x,
130241,VELO,2022/10/18 08:20:58.559,x,
130242,VELO,2022/10/18 08:21:37.892,x,
46954,VELO,2022/10/18 08:21:41.959,x,
130247,VL,2022/10/18 08:21:57.090,x,
130248,VL,2022/10/18 08:21:58.891,x,
130249,VL,2022/10/18 08:22:06.027,x,
130250,VELO,2022/10/18 08:22:16.625,x,
130252,VELO,2022/10/18 08:22:59.491,x,
130255,VELO,2022/10/18 08:23:37.490,x,
130257,VELO,2022/10/18 08:23:39.756,x,
130258,VL,2022/10/18 08:23:42.622,x,
46983,VL,2022/10/18 08:23:55.224,,x
130259,UT,2022/10/18 08:23:56.890,x,
130261,VELO,2022/10/18 08:24:00.425,x,
130265,VELO,2022/10/18 08:24:10.023,x,
46988,VL,2022/10/18 08:24:16.624,,x
130267,VL,2022/10/18 08:24:34.758,x,
130270,VELO,2022/10/18 08:25:04.557,x,
130271,VELO,2022/10/18 08:25:11.223,x,
130272,VELO,2022/10/18 08:25:14.823,x,
130276,VELO,2022/10/18 08:25:19.357,x,
46994,VELO,2022/10/18 08:25:22.291,,x
130283,VELO,2022/10/18 08:25:34.225,x,
47011,VELO,2022/10/18 08:25:46.688,,x
47013,VL,2022/10/18 08:25:51.558,,x
130290,VELO,2022/10/18 08:26:20.224,x,
130296,VELO,2022/10/18 08:26:26.357,x,
130305,VL,2022/10/18 08:26:49.090,x,
130306,VL,2022/10/18 08:27:00.956,x,
130307,VL,2022/10/18 08:27:06.425,x,
130310,VELO,2022/10/18 08:27:18.622,x,
47034,VELO,2022/10/18 08:27:21.890,,x
130313,VELO,2022/10/18 08:27:27.689,x,
130314,VELO,2022/10/18 08:27:30.357,x,
130325,VL,2022/10/18 08:27:49.819,x,
130326,VL,2022/10/18 08:27:58.222,x,
130328,VL,2022/10/18 08:28:01.623,x,
130330,VELO,2022/10/18 08:28:06.157,x,
130331,VL,2022/10/18 08:28:06.824,x,
130332,VL,2022/10/18 08:28:09.088,x,
130335,VELO,2022/10/18 08:28:13.355,x,
47073,VELO,2022/10/18 08:28:33.022,,x
130341,VELO,2022/10/18 08:28:34.353,x,
130344,MOTO,2022/10/18 08:28:37.887,x,
130352,VELO,2022/10/18 08:28:40.487,x,
130357,VELO,2022/10/18 08:28:48.489,x,
47090,VELO,2022/10/18 08:29:42.554,x,
130366,VL,2022/10/18 08:29:43.487,x,
130372,VELO,2022/10/18 08:29:50.020,x,
47101,VELO,2022/10/18 08:30:10.887,x,
130380,VELO,2022/10/18 08:30:11.821,x,
130383,VELO,2022/10/18 08:30:21.022,x,
130385,VELO,2022/10/18 08:30:40.221,x,
130386,VL,2022/10/18 08:30:54.751,x,
130389,VL,2022/10/18 08:30:58.218,x,
47119,VELO,2022/10/18 08:31:22.420,,x
130392,VELO,2022/10/18 08:31:22.554,x,
130394,VELO,2022/10/18 08:31:23.087,x,
130398,VL,2022/10/18 08:31:25.487,x,
130399,VELO,2022/10/18 08:31:26.421,x,
130401,VELO,2022/10/18 08:31:29.686,x,
130408,MOTO,2022/10/18 08:31:32.220,x,
130413,VELO,2022/10/18 08:31:37.087,x,
47129,VELO,2022/10/18 08:31:38.887,x,
130417,VELO,2022/10/18 08:31:39.487,x,
130418,VELO,2022/10/18 08:31:58.020,x,
130419,VL,2022/10/18 08:31:59.620,x,
130427,VELO,2022/10/18 08:32:42.284,x,
130428,VELO,2022/10/18 08:32:42.484,x,
130431,VELO,2022/10/18 08:32:43.218,x,
130432,VELO,2022/10/18 08:32:49.551,x,
130435,VL,2022/10/18 08:33:06.885,x,
130437,MOTO,2022/10/18 08:33:32.752,x,
130446,VL,2022/10/18 08:34:00.884,x,
47168,VELO,2022/10/18 08:34:26.553,x,
47169,VELO,2022/10/18 08:34:36.085,,x
130449,VELO,2022/10/18 08:34:48.683,x,
130450,UT,2022/10/18 08:35:10.418,x,
130452,VL,2022/10/18 08:35:17.151,x,
130455,VL,2022/10/18 08:35:30.217,x,
130460,VELO,2022/10/18 08:35:32.750,x,
130463,VELO,2022/10/18 08:35:43.416,x,
47181,VL,2022/10/18 08:35:56.817,,x
130465,VELO,2022/10/18 08:35:57.484,x,
130466,VELO,2022/10/18 08:36:00.684,x,
130467,VELO,2022/10/18 08:36:00.684,x,
47190,VL,2022/10/18 08:36:24.750,,x
47191,VELO,2022/10/18 08:36:46.351,x,
130468,VL,2022/10/18 08:37:06.750,x,
130472,VELO,2022/10/18 08:37:27.682,x,
130473,VELO,2022/10/18 08:37:31.016,x,
130475,VELO,2022/10/18 08:37:45.682,x,
47201,VELO,2022/10/18 08:38:08.883,x,
130476,VL,2022/10/18 08:39:24.551,x,
130478,VELO,2022/10/18 08:39:34.548,x,
130480,VL,2022/10/18 08:39:42.084,x,
130484,VELO,2022/10/18 08:39:55.679,x,
130487,VELO,2022/10/18 08:40:36.681,x,
130488,VL,2022/10/18 08:40:37.414,x,
130494,VELO,2022/10/18 08:41:07.947,x,
130499,VELO,2022/10/18 08:41:17.015,x,
130501,VELO,2022/10/18 08:41:54.814,x,
130507,VELO,2022/10/18 08:41:58.345,x,
130509,VELO,2022/10/18 08:41:59.345,x,
130513,VELO,2022/10/18 08:42:07.612,x,
130514,VL,2022/10/18 08:42:08.413,x,
130516,VELO,2022/10/18 08:43:02.147,x,
130518,VELO,2022/10/18 08:43:07.678,x,
130523,VELO,2022/10/18 08:43:16.079,x,
130527,VELO,2022/10/18 08:43:27.547,x,
130529,VELO,2022/10/18 08:43:28.814,x,
130535,VELO,2022/10/18 08:43:31.613,x,
47249,VELO,2022/10/18 08:43:31.746,x,
47253,PL_1,2022/10/18 08:43:34.679,,x
130539,VELO,2022/10/18 08:43:45.147,x,
130552,VELO,2022/10/18 08:44:07.212,x,
130553,VELO,2022/10/18 08:44:07.345,x,
130559,VELO,2022/10/18 08:44:20.479,x,
130565,VELO,2022/10/18 08:44:43.745,x,
130567,MOTO,2022/10/18 08:44:45.412,x,
130568,VELO,2022/10/18 08:44:50.346,x,
130570,VELO,2022/10/18 08:45:23.746,x,
130573,MOTO,2022/10/18 08:45:28.481,x,
130577,VELO,2022/10/18 08:45:35.279,x,
130578,VELO,2022/10/18 08:45:37.745,x,
130581,VELO,2022/10/18 08:45:44.678,x,
130584,VL,2022/10/18 08:46:02.342,x,
130585,VELO,2022/10/18 08:46:15.943,x,
130587,VELO,2022/10/18 08:46:29.143,x,
130588,VL,2022/10/18 08:46:43.875,x,
130592,MOTO,2022/10/18 08:46:51.611,x,
130596,MOTO,2022/10/18 08:46:53.679,x,
130597,VL,2022/10/18 08:47:04.210,x,
130598,VL,2022/10/18 08:47:07.411,x,
130602,VELO,2022/10/18 08:47:23.010,x,
130604,VELO,2022/10/18 08:47:28.209,x,
47308,VELO,2022/10/18 08:47:30.475,,x
130606,VELO,2022/10/18 08:48:03.942,x,
130612,MOTO,2022/10/18 08:48:54.530,x,
130613,VL,2022/10/18 08:49:03.330,x,
130615,VELO,2022/10/18 08:49:04.264,x,
130617,VL,2022/10/18 08:49:07.198,x,
130618,VL,2022/10/18 08:49:11.597,x,
130621,MOTO,2022/10/18 08:49:19.130,x,
130625,VL,2022/10/18 08:49:23.264,x,
130628,VL,2022/10/18 08:49:28.263,x,
47326,VELO,2022/10/18 08:49:28.263,,x
130629,VL,2022/10/18 08:49:32.730,x,
130631,VELO,2022/10/18 08:49:49.731,x,
130633,VELO,2022/10/18 08:49:50.932,x,
130638,VELO,2022/10/18 08:49:58.995,x,
130640,VELO,2022/10/18 08:50:35.929,x,
130653,VELO,2022/10/18 08:50:52.062,x,
130654,VELO,2022/10/18 08:50:52.062,x,
130656,VL,2022/10/18 08:51:16.796,x,
130657,VL,2022/10/18 08:51:17.130,x,
130658,VELO,2022/10/18 08:51:37.461,x,
130665,VELO,2022/10/18 08:51:47.261,x,
130671,VELO,2022/10/18 08:51:51.394,x,
130677,VELO,2022/10/18 08:52:08.994,x,
130678,VL,2022/10/18 08:52:29.529,x,
130685,MOTO,2022/10/18 08:52:42.526,x,
130689,VELO,2022/10/18 08:52:43.126,x,
47366,EDPM,2022/10/18 08:52:44.526,x,
130693,VELO,2022/10/18 08:52:45.860,x,
130695,VL,2022/10/18 08:52:51.794,x,
