ID,Catégorie,Horodate,détection de départ,détection de sortie,REMARQUE
177184,VL,2022/10/18 18:24:28.883,E,S2,
177185,VL,2022/10/18 18:24:32.413,E,S2,
177190,VL,2022/10/18 18:24:46.481,S2,E,
177201,VELO,2022/10/18 18:25:39.582,S3,E,
177206,VL,2022/10/18 18:25:45.233,S2,E,
177225,VL,2022/10/18 18:26:13.666,E,S2,
177230,VL,2022/10/18 18:26:26.866,S2,E,
177231,VL,2022/10/18 18:26:37.533,E,S2,
177236,VL,2022/10/18 18:27:17.449,S2,E,
177237,VL,2022/10/18 18:27:22.582,E,S2,
177255,VL,2022/10/18 18:28:14.048,S2,E,
177263,VL,2022/10/18 18:28:23.101,S2,E,
177274,VL,2022/10/18 18:28:29.533,S2,E,
177289,VL,2022/10/18 18:28:57.968,S2,E,
177293,VL,2022/10/18 18:29:06.332,S2,E,
177298,VL,2022/10/18 18:29:22.266,S2,E,
177304,VL,2022/10/18 18:30:03.367,S2,E,
177333,MOTO,2022/10/18 18:32:18.383,S2,E,
177341,VL,2022/10/18 18:32:44.684,S3,E,
177350,VELO,2022/10/18 18:33:45.151,E,S2,
177357,MOTO,2022/10/18 18:33:55.967,S2,E,
177373,VL,2022/10/18 18:34:20.633,E,S2,
177389,VL,2022/10/18 18:35:59.334,S2,E,
177403,VL,2022/10/18 18:36:47.318,E,S2,
177419,VL,2022/10/18 18:38:45.635,S2,E,
177426,MOTO,2022/10/18 18:40:00.333,S2,E,
177448,VL,2022/10/18 18:40:19.499,E,S2,
177451,VL,2022/10/18 18:41:28.784,S2,E,
177452,VL,2022/10/18 18:41:40.183,S3,E,
177459,UT,2022/10/18 18:44:21.833,S3,E,
177492,VL,2022/10/18 18:49:53.050,E,S2,
177493,VL,2022/10/18 18:51:28.035,S2,E,
177501,MOTO,2022/10/18 18:53:12.782,S2,E,
177520,MOTO,2022/10/18 18:58:23.998,S2,E,
177521,MOTO,2022/10/18 18:58:40.183,S2,E,
177523,VL,2022/10/18 18:58:44.469,E,S2,
177528,VELO,2022/10/18 18:59:50.750,S2,E,
177535,MOTO,2022/10/18 19:02:45.200,S2,E,
177544,VL,2022/10/18 19:04:07.200,S3,E,
177549,VL,2022/10/18 19:06:38.980,E,S2,
177553,VL,2022/10/18 19:08:28.533,S2,E,
177555,VL,2022/10/18 19:09:27.863,S2,E,
177556,VELO,2022/10/18 19:09:36.982,S2,E,
177559,VL,2022/10/18 19:12:21.316,S2,E,
177560,VL,2022/10/18 19:13:31.433,E,S2,
177567,VL,2022/10/18 19:15:24.432,E,S2,
177571,VL,2022/10/18 19:18:53.865,E,S2,
177572,VL,2022/10/18 19:19:01.201,S2,E,
177573,VELO,2022/10/18 19:19:19.650,E,S2,
177574,MOTO,2022/10/18 19:19:23.530,S2,E,
177578,VL,2022/10/18 19:23:19.314,E,S2,
177579,EDPM,2022/10/18 19:23:38.750,E,S2,
177588,VL,2022/10/18 19:29:16.865,E,S2,
177589,VL,2022/10/18 19:29:43.650,S2,E,
177592,VL,2022/10/18 19:30:09.766,S2,E,
177603,VL,2022/10/18 19:30:32.531,E,S2,
177607,VL,2022/10/18 19:32:25.417,S2,E,
177608,VELO,2022/10/18 19:32:59.917,S2,E,
177640,VL,2022/10/18 19:36:24.681,S2,E,
177658,VL,2022/10/18 19:40:54.514,S2,E,
177684,VL,2022/10/18 19:47:27.916,S2,E,
177692,VL,2022/10/18 19:50:04.181,E,S2,
177708,VL,2022/10/18 19:53:57.680,E,S2,
177711,VL,2022/10/18 19:54:06.115,E,S2,
177718,VL,2022/10/18 19:56:34.180,E,S2,
177724,VL,2022/10/18 19:58:02.248,E,S2,
177727,VL,2022/10/18 19:58:11.248,E,S2,
177733,VL,2022/10/18 19:59:02.514,E,S2,
177738,VL,2022/10/18 20:00:24.113,E,S2,
177745,MOTO,2022/10/18 20:01:40.414,S2,E,
177747,VL,2022/10/18 20:01:41.081,E,S2,
177770,VL,2022/10/18 20:03:13.614,S2,E,
177783,UT,2022/10/18 20:03:44.115,S2,E,
177790,VL,2022/10/18 20:03:47.347,E,S2,
177875,VL,2022/10/18 20:06:47.582,S2,E,
177902,UT,2022/10/18 20:07:10.581,S2,E,
178010,VL,2022/10/18 20:08:32.616,S2,E,
178047,UT,2022/10/18 20:09:27.081,S2,E,
178098,VL,2022/10/18 20:11:01.247,E,S2,
178115,VL,2022/10/18 20:12:20.781,E,S2,
178253,VL,2022/10/18 20:21:18.348,E,S2,
178305,VL,2022/10/18 20:24:02.916,E,S2,
178413,VELO,2022/10/18 20:40:14.781,S3,E,
178493,UT,2022/10/18 20:59:16.782,E,S2,
178494,VL,2022/10/18 20:59:17.582,E,S2,
178574,VL,2022/10/18 21:21:24.281,E,S2,
178667,VL,2022/10/18 21:48:19.765,E,S2,
178721,UT,2022/10/18 22:25:40.499,E,S2,
178822,VELO,2022/10/19 00:16:48.030,S2,E,
178829,UT,2022/10/19 00:46:15.398,S2,E,
178837,VL,2022/10/19 01:31:06.200,E,S2,
178875,VL,2022/10/19 05:08:29.015,E,S1,
178890,MOTO,2022/10/19 05:22:55.282,S2,S1,
178916,UT,2022/10/19 05:43:06.763,S2,S2,demi-tour
178917,VL,2022/10/19 05:43:07.014,E,S2,
178919,VL,2022/10/19 05:44:14.863,S2,S1,
178924,VL,2022/10/19 05:49:05.348,E,S2,
178926,VL,2022/10/19 05:49:07.032,E,S2,
178936,VL,2022/10/19 05:55:38.914,E,S2,
178940,PL_1,2022/10/19 05:56:46.365,E,S2,
178947,VL,2022/10/19 06:00:18.583,S2,S1,
179033,VL,2022/10/19 06:29:36.764,E,S2,
179037,MOTO,2022/10/19 06:33:07.130,S2,S2,demi-tour
179113,PL_1,2022/10/19 06:46:34.763,S1,E,
179147,VL,2022/10/19 06:54:26.279,E,S2,
179192,VL,2022/10/19 07:02:13.947,E,S2,
179207,VL,2022/10/19 07:09:54.883,E,S2,
179212,VL,2022/10/19 07:11:25.515,E,S1,
179270,VL,2022/10/19 07:17:12.648,E,S1,
179307,VL,2022/10/19 07:25:39.181,E,S2,
179378,VL,2022/10/19 07:28:30.747,E,S2,
179439,VL,2022/10/19 07:30:11.647,S2,E,
179445,VL,2022/10/19 07:30:15.181,E,S2,
179466,VL,2022/10/19 07:31:13.947,E,S2,
179483,VL,2022/10/19 07:32:43.847,E,S2,
179485,VL,2022/10/19 07:32:58.846,E,S2,
179486,VL,2022/10/19 07:33:00.379,E,S2,
179505,VL,2022/10/19 07:34:26.181,E,S2,
179510,PL_1,2022/10/19 07:34:34.081,E,S2,
179513,PL_1,2022/10/19 07:35:04.947,E,S2,
179516,VL,2022/10/19 07:35:12.381,E,S2,
179520,PL_1,2022/10/19 07:35:19.746,S2,E,
179532,VL,2022/10/19 07:35:41.947,E,S2,
179540,VL,2022/10/19 07:36:21.848,E,S2,
179552,VL,2022/10/19 07:37:27.847,E,S1,
179568,VL,2022/10/19 07:38:21.081,E,S2,
179587,UT,2022/10/19 07:39:16.514,E,S2,
179591,VL,2022/10/19 07:39:19.648,E,S2,
179593,UT,2022/10/19 07:39:28.681,E,S2,
179595,VL,2022/10/19 07:39:33.081,E,S2,
179596,VL,2022/10/19 07:39:34.647,E,S2,
179616,VL,2022/10/19 07:40:35.884,E,S2,
179618,VL,2022/10/19 07:40:37.381,E,S2,
179625,VL,2022/10/19 07:40:55.646,E,S2,
179639,VL,2022/10/19 07:41:16.647,E,S2,
179647,VL,2022/10/19 07:41:23.381,E,S2,
179649,VL,2022/10/19 07:41:26.081,E,S2,
179651,VL,2022/10/19 07:41:35.314,E,S2,
179691,UT,2022/10/19 07:42:36.315,S2,E,
179732,VL,2022/10/19 07:43:17.281,E,S2,
179755,VL,2022/10/19 07:44:18.315,E,S2,
179761,VELO,2022/10/19 07:44:32.947,E,S2,
179790,VL,2022/10/19 07:45:06.981,E,S2,
179792,VL,2022/10/19 07:45:08.848,E,S2,
179794,VL,2022/10/19 07:45:28.747,S2,E,
179795,VELO,2022/10/19 07:45:35.081,E,S2,
179803,VELO,2022/10/19 07:45:39.381,E,S2,
179812,UT,2022/10/19 07:46:49.848,E,S2,
179821,VL,2022/10/19 07:47:04.381,E,S2,
179827,VL,2022/10/19 07:47:07.847,E,S2,
179832,VELO,2022/10/19 07:47:19.782,E,S2,
179837,VL,2022/10/19 07:47:30.181,E,S2,
179838,VL,2022/10/19 07:47:55.948,E,S2,
179839,VL,2022/10/19 07:48:10.181,E,S2,
179840,VL,2022/10/19 07:48:15.648,E,S2,
179843,VL,2022/10/19 07:48:35.648,E,S2,
179846,VELO,2022/10/19 07:48:40.514,E,S2,
179850,VL,2022/10/19 07:49:22.648,E,S2,
179856,VL,2022/10/19 07:49:26.081,E,S2,
179865,VL,2022/10/19 07:49:29.947,S2,E,
179873,VL,2022/10/19 07:49:31.947,E,S2,
179882,VL,2022/10/19 07:49:41.946,E,S2,
179890,VL,2022/10/19 07:49:47.181,E,S2,
179900,VL,2022/10/19 07:49:56.046,S2,E,
179914,VL,2022/10/19 07:50:12.646,E,S2,
179916,VL,2022/10/19 07:50:17.181,E,S2,
179918,VL,2022/10/19 07:50:28.680,E,S2,
179921,VL,2022/10/19 07:50:32.947,E,S2,
179936,VL,2022/10/19 07:51:19.081,S2,E,
179944,VL,2022/10/19 07:51:32.883,E,S2,
179945,VL,2022/10/19 07:51:35.416,E,S2,
179947,VL,2022/10/19 07:51:42.081,E,S2,
179949,VL,2022/10/19 07:51:55.948,S2,E,
179958,VL,2022/10/19 07:52:08.515,E,S2,
179968,VL,2022/10/19 07:52:32.081,E,S2,
179995,VL,2022/10/19 07:53:09.680,E,S3,
180007,VL,2022/10/19 07:53:18.648,E,S2,
180022,MOTO,2022/10/19 07:53:47.947,E,S2,
180043,VL,2022/10/19 07:54:18.746,E,S2,
180048,VL,2022/10/19 07:54:36.181,S2,E,
180061,VL,2022/10/19 07:54:47.381,E,S2,
180064,VL,2022/10/19 07:54:49.646,E,S2,
180065,VL,2022/10/19 07:54:53.415,S2,S2,demi-tour
180066,MOTO,2022/10/19 07:55:03.515,E,S2,
180078,VELO,2022/10/19 07:55:10.215,E,S2,
180093,VELO,2022/10/19 07:55:30.081,E,S2,
180095,VL,2022/10/19 07:55:37.647,E,S2,
180120,VL,2022/10/19 07:56:15.848,E,S2,
180142,VL,2022/10/19 07:56:35.381,E,S2,
180144,MOTO,2022/10/19 07:56:41.182,E,S2,
180156,VL,2022/10/19 07:57:14.517,E,S2,
180160,VL,2022/10/19 07:57:18.847,S2,E,
180168,VL,2022/10/19 07:57:42.081,E,S2,
180173,VL,2022/10/19 07:57:55.648,E,S2,
180179,VL,2022/10/19 07:58:00.279,E,S2,
180183,VL,2022/10/19 07:58:23.379,E,S2,
180188,VELO,2022/10/19 07:58:31.847,E,S2,
180189,VL,2022/10/19 07:58:34.081,E,S2,
180192,VL,2022/10/19 07:58:38.514,E,S3,
180214,VELO,2022/10/19 07:59:41.181,E,S2,
180223,VL,2022/10/19 07:59:57.648,S2,E,
180235,VL,2022/10/19 08:00:13.080,S2,E,
180243,VELO,2022/10/19 08:00:45.080,S2,E,
180248,MOTO,2022/10/19 08:00:58.181,E,S2,
180251,VL,2022/10/19 08:01:03.648,E,S2,
180252,VL,2022/10/19 08:01:07.746,E,S3,
180256,VL,2022/10/19 08:01:16.396,E,S2,
180259,VL,2022/10/19 08:01:20.964,E,S2,
180263,VL,2022/10/19 08:01:34.985,E,S2,
180265,VL,2022/10/19 08:01:46.847,S2,E,
180268,VL,2022/10/19 08:01:57.416,S2,E,
180270,VL,2022/10/19 08:02:15.963,S2,E,
180273,VL,2022/10/19 08:02:19.730,E,S2,
180274,VL,2022/10/19 08:02:23.530,S2,E,
180287,UT,2022/10/19 08:02:48.730,S2,E,
180296,VL,2022/10/19 08:03:04.280,S2,E,
180297,VL,2022/10/19 08:03:07.747,E,S2,
180354,VL,2022/10/19 08:03:53.647,S2,E,
180363,VL,2022/10/19 08:03:59.516,E,S2,
180376,VL,2022/10/19 08:05:17.515,E,S2,
180377,MOTO,2022/10/19 08:05:26.315,S2,E,
180378,VL,2022/10/19 08:05:30.982,E,S2,
180387,VL,2022/10/19 08:06:06.516,E,S2,
180396,PL_1,2022/10/19 08:07:15.665,E,S3,
180401,VL,2022/10/19 08:07:45.932,E,S2,
180405,VL,2022/10/19 08:07:52.848,S2,E,
180423,VL,2022/10/19 08:10:55.982,E,S2,
180424,VL,2022/10/19 08:11:10.363,E,S3,
180426,VL,2022/10/19 08:11:23.548,E,S2,
180427,VL,2022/10/19 08:11:30.796,E,S2,
180428,VL,2022/10/19 08:11:34.149,E,S2,
180434,VL,2022/10/19 08:12:32.298,E,S3,
180445,MOTO,2022/10/19 08:13:38.580,E,S2,
180453,VELO,2022/10/19 08:14:02.146,E,S2,
180455,VL,2022/10/19 08:14:44.416,E,S2,
180456,MOTO,2022/10/19 08:14:46.364,E,S2,
180458,VL,2022/10/19 08:15:07.230,E,S2,
180459,VL,2022/10/19 08:15:12.951,E,S2,
180463,UT,2022/10/19 08:15:32.946,E,S2,
180470,UT,2022/10/19 08:16:17.382,E,S2,
180474,VL,2022/10/19 08:17:53.381,S2,E,
180475,VL,2022/10/19 08:17:56.199,S2,E,
180477,VELO,2022/10/19 08:18:56.314,E,S2,
180479,UT,2022/10/19 08:18:57.381,E,S1,
180488,VL,2022/10/19 08:19:09.497,S2,E,
180493,VL,2022/10/19 08:19:40.097,E,S2,
180525,VL,2022/10/19 08:21:55.448,E,S1,
180528,MOTO,2022/10/19 08:22:07.231,E,S2,
180535,VL,2022/10/19 08:22:49.601,E,S2,
180537,VL,2022/10/19 08:22:56.628,E,S2,
180559,MOTO,2022/10/19 08:24:00.946,E,S2,
180560,VL,2022/10/19 08:24:18.150,E,S2,
180626,VL,2022/10/19 08:25:36.415,E,S2,
180633,VL,2022/10/19 08:26:13.598,E,S3,
180642,MOTO,2022/10/19 08:26:41.715,E,S1,
180644,UT,2022/10/19 08:26:58.900,E,S2,
180653,VL,2022/10/19 08:27:31.329,S2,E,
180655,VELO,2022/10/19 08:27:58.579,E,S2,
180657,VL,2022/10/19 08:28:42.149,S2,E,
180658,VL,2022/10/19 08:29:05.714,S2,E,
180664,VL,2022/10/19 08:30:11.681,E,S2,
180665,VL,2022/10/19 08:30:31.134,E,S2,
180675,VL,2022/10/19 08:35:47.233,E,S2,
180676,VL,2022/10/19 08:36:10.201,E,S2,
180678,VELO,2022/10/19 08:37:26.232,E,S2,
180680,VL,2022/10/19 08:37:40.614,E,S2,
180689,VL,2022/10/19 08:37:48.967,E,S3,
180694,VL,2022/10/19 08:38:39.067,S2,E,
180698,VL,2022/10/19 08:40:18.332,E,S2,
180708,VL,2022/10/19 08:41:30.267,E,S2,
180725,VL,2022/10/19 08:44:32.949,E,S2,
180741,VL,2022/10/19 08:50:38.734,S2,S3,
180761,VL,2022/10/19 08:51:55.881,E,S1,
180762,VL,2022/10/19 08:52:38.401,E,S2,
180766,MOTO,2022/10/19 08:53:34.964,S2,S3,
180768,VL,2022/10/19 08:54:17.365,E,S2,
180777,VL,2022/10/19 08:58:39.734,E,S2,
180778,UT,2022/10/19 09:00:09.084,E,S2,
180779,VL,2022/10/19 09:01:03.814,E,S2,
180780,VELO,2022/10/19 09:01:26.050,E,S2,
180784,VL,2022/10/19 09:01:48.417,S2,E,
180787,VL,2022/10/19 09:03:22.364,E,S2,
180788,VL,2022/10/19 09:03:25.297,E,S2,
180792,VELO,2022/10/19 09:03:48.415,S2,E,
180793,UT,2022/10/19 09:04:08.884,E,S2,
180796,VL,2022/10/19 09:04:21.016,E,S2,
180805,VELO,2022/10/19 09:05:20.364,E,S2,
180810,VL,2022/10/19 09:06:21.699,E,S2,
180811,VL,2022/10/19 09:06:28.267,E,S2,
180812,VL,2022/10/19 09:08:12.217,E,S2,
180813,VL,2022/10/19 09:11:32.667,E,S2,
180814,VELO,2022/10/19 09:12:00.200,E,S2,
180816,VL,2022/10/19 09:12:04.749,E,S2,
180863,VL,2022/10/19 09:14:32.401,E,S2,
180864,VL,2022/10/19 09:16:07.067,E,S2,
180865,VL,2022/10/19 09:17:24.015,E,S2,
180869,VL,2022/10/19 09:17:42.382,E,S2,
180891,VL,2022/10/19 09:19:37.151,E,S2,
180911,VL,2022/10/19 09:21:23.899,E,S2,
180912,VL,2022/10/19 09:21:29.531,E,S2,
180913,VL,2022/10/19 09:21:36.548,E,S2,
180917,MOTO,2022/10/19 09:23:44.547,E,S2,
180920,VL,2022/10/19 09:23:52.751,S2,E,
180922,VL,2022/10/19 09:24:32.564,E,S2,
180923,VL,2022/10/19 09:24:33.497,S2,E,
180930,VL,2022/10/19 09:25:06.534,E,S2,
180932,VL,2022/10/19 09:25:13.200,E,S2,
180935,VL,2022/10/19 09:25:17.050,E,S2,
180938,VL,2022/10/19 09:25:25.884,E,S2,
180939,VL,2022/10/19 09:25:46.401,E,S2,
180940,VL,2022/10/19 09:26:01.698,S2,S2,demi-tour
180941,VL,2022/10/19 09:26:05.181,S2,E,
180943,VL,2022/10/19 09:26:15.749,E,S2,
180955,VL,2022/10/19 09:27:12.898,S2,E,
180956,VL,2022/10/19 09:27:30.100,E,S2,
181004,VL,2022/10/19 09:29:54.200,E,S2,
181010,VELO,2022/10/19 09:30:19.631,E,S2,
181014,VL,2022/10/19 09:30:24.267,S2,E,
181024,VL,2022/10/19 09:30:37.134,E,S2,
181029,VL,2022/10/19 09:30:41.882,E,S2,
181038,VL,2022/10/19 09:31:20.814,E,S2,
181059,VL,2022/10/19 09:31:38.149,E,S2,
181070,VL,2022/10/19 09:31:51.132,E,S2,
181076,VL,2022/10/19 09:32:23.432,E,S2,
181077,VL,2022/10/19 09:32:25.884,E,S2,
181085,VL,2022/10/19 09:32:49.283,E,S2,
181086,VL,2022/10/19 09:32:51.868,E,S2,
181099,VL,2022/10/19 09:33:10.481,E,S2,
181100,VL,2022/10/19 09:33:12.681,E,S2,
181104,VL,2022/10/19 09:33:15.081,E,S2,
181109,VL,2022/10/19 09:33:44.917,S2,E,
181110,VL,2022/10/19 09:33:50.297,S2,S2,demi-tour
181111,VL,2022/10/19 09:33:52.165,E,S2,
181114,VELO,2022/10/19 09:33:54.313,E,S2,
181125,VL,2022/10/19 09:34:08.482,E,S2,
181128,VL,2022/10/19 09:34:24.751,S2,E,
181158,VL,2022/10/19 09:35:37.468,E,S2,
181159,MOTO,2022/10/19 09:35:44.067,S2,E,
181161,VL,2022/10/19 09:35:49.965,E,S2,
181166,VL,2022/10/19 09:36:08.667,S2,E,
181167,VL,2022/10/19 09:36:11.347,E,S2,
181168,VL,2022/10/19 09:36:12.616,S2,E,
181169,VL,2022/10/19 09:36:16.682,S2,S3,
181175,VL,2022/10/19 09:36:31.417,E,S2,
181179,VL,2022/10/19 09:36:35.898,E,S2,
181180,VL,2022/10/19 09:36:37.766,E,S2,
181192,VL,2022/10/19 09:37:13.882,E,S2,
181212,VL,2022/10/19 09:37:56.200,S2,E,
181216,UT,2022/10/19 09:38:04.480,S2,E,
181220,VL,2022/10/19 09:38:07.416,S2,E,
181227,VL,2022/10/19 09:38:33.898,S2,E,
181229,MOTO,2022/10/19 09:38:35.365,E,S2,
181274,VL,2022/10/19 09:39:41.884,S2,E,
181294,MOTO,2022/10/19 09:40:08.934,S2,E,
181296,MOTO,2022/10/19 09:40:16.698,E,S2,
181323,VL,2022/10/19 09:40:41.214,S2,E,
181330,VL,2022/10/19 09:40:43.348,S1,S2,
181353,VL,2022/10/19 09:41:16.633,S1,S2,
181390,VELO,2022/10/19 09:42:06.031,S2,E,
181393,VELO,2022/10/19 09:42:10.084,E,S2,
181395,VL,2022/10/19 09:42:15.551,E,S2,
181396,VL,2022/10/19 09:42:27.401,E,S2,
181400,VL,2022/10/19 09:43:02.966,S2,E,
181403,VL,2022/10/19 09:43:40.216,S2,E,
181414,VL,2022/10/19 09:44:17.288,S2,E,
181416,VL,2022/10/19 09:44:23.553,E,S2,
181419,VL,2022/10/19 09:44:46.555,S2,E,
181420,VL,2022/10/19 09:44:46.555,E,S2,
181424,VL,2022/10/19 09:45:05.353,E,S2,
181426,VL,2022/10/19 09:45:11.219,E,S2,
181431,VL,2022/10/19 09:45:56.020,S2,E,
181432,VL,2022/10/19 09:46:17.620,E,S3,
181433,VL,2022/10/19 09:46:21.020,E,S2,
181434,VELO,2022/10/19 09:46:25.487,E,S2,
181437,VL,2022/10/19 09:46:31.020,S2,E,
181453,VELO,2022/10/19 09:46:43.153,S2,E,
181460,VL,2022/10/19 09:46:45.822,E,S2,
181473,VL,2022/10/19 09:47:44.954,S2,E,
181495,VL,2022/10/19 09:49:49.619,E,S2,
181522,VELO,2022/10/19 09:51:38.286,E,S2,
181527,VELO,2022/10/19 09:51:46.689,E,S2,
181528,VELO,2022/10/19 09:51:48.020,E,S2,
181533,VL,2022/10/19 09:52:24.486,S2,E,
181557,VL,2022/10/19 09:54:36.219,E,S2,
181586,VL,2022/10/19 09:56:12.820,E,S2,
181590,VL,2022/10/19 09:56:23.753,E,S2,
181628,VL,2022/10/19 09:59:38.619,S2,S3,
181659,VL,2022/10/19 10:01:09.084,S2,E,
181668,VL,2022/10/19 10:01:56.846,S2,E,
181687,VL,2022/10/19 10:02:29.081,E,S2,
181696,VL,2022/10/19 10:04:50.214,S2,E,
181750,VL,2022/10/19 10:07:08.946,E,S2,
181751,VL,2022/10/19 10:07:32.783,E,S2,
181753,VL,2022/10/19 10:08:06.750,E,S2,
181754,UT,2022/10/19 10:08:17.397,E,S2,
181806,VELO,2022/10/19 10:15:26.582,E,S2,
181849,VL,2022/10/19 10:19:44.250,E,S2,
181866,UT,2022/10/19 10:20:38.147,E,S2,
181877,MOTO,2022/10/19 10:24:17.900,S2,E,
181983,VL,2022/10/19 10:26:34.366,E,S2,
181984,VL,2022/10/19 10:27:46.233,E,S2,
181985,VL,2022/10/19 10:28:49.431,S2,E,
181986,VL,2022/10/19 10:29:39.833,S2,E,
182052,PL_1,2022/10/19 10:39:26.180,S2,S1,
182067,VL,2022/10/19 10:40:17.149,S2,E,
182069,EDPM,2022/10/19 10:41:05.983,E,S2,
182070,VL,2022/10/19 10:42:47.148,E,S2,
182072,VL,2022/10/19 10:44:04.600,E,S2,
182073,UT,2022/10/19 10:44:11.847,E,S3,
182075,VL,2022/10/19 10:44:14.866,E,S3,
182086,VL,2022/10/19 10:44:39.715,S2,E,
182122,VL,2022/10/19 10:45:50.632,S2,E,
182155,UT,2022/10/19 10:48:34.131,S2,E,
182156,VL,2022/10/19 10:49:27.683,E,S2,
182180,VELO,2022/10/19 10:51:02.080,E,S2,
182182,VL,2022/10/19 10:52:39.349,S2,E,
182201,VL,2022/10/19 10:56:52.767,S2,E,
182202,VL,2022/10/19 10:57:08.502,S2,E,
182220,PL_1,2022/10/19 10:58:29.265,S2,E,
182237,VL,2022/10/19 11:00:12.414,E,S2,
182266,VL,2022/10/19 11:01:38.349,S2,E,
182276,VL,2022/10/19 11:02:07.881,E,S2,
182355,VL,2022/10/19 11:08:38.283,S2,E,
182405,VL,2022/10/19 11:10:59.630,E,S2,
182409,MOTO,2022/10/19 11:11:04.966,E,S2,
182410,MOTO,2022/10/19 11:11:14.365,S2,E,
182413,VELO,2022/10/19 11:11:49.030,E,S2,
182423,VL,2022/10/19 11:12:18.932,S2,S3,
182447,VL,2022/10/19 11:13:03.833,E,S2,
182474,VL,2022/10/19 11:13:54.349,E,S2,
182486,MOTO,2022/10/19 11:14:05.600,E,S2,
182490,VL,2022/10/19 11:14:35.130,S2,E,
182499,VL,2022/10/19 11:14:47.130,S2,E,
182502,VL,2022/10/19 11:14:50.665,S2,E,
182532,VL,2022/10/19 11:16:07.749,E,S2,
182533,VL,2022/10/19 11:16:09.549,E,S2,
182541,VELO,2022/10/19 11:17:06.683,E,S2,
182545,VL,2022/10/19 11:17:26.398,E,S2,
182546,VL,2022/10/19 11:17:29.397,E,S2,
182564,VL,2022/10/19 11:17:50.999,E,S2,
182572,VL,2022/10/19 11:17:59.450,E,S2,
182575,VL,2022/10/19 11:18:02.967,E,S2,
182581,VL,2022/10/19 11:18:18.434,E,S2,
182583,VL,2022/10/19 11:18:31.752,E,S2,
182596,VL,2022/10/19 11:19:04.665,S2,E,
182603,VL,2022/10/19 11:19:24.080,E,S2,
182685,VL,2022/10/19 11:20:21.135,S2,E,
182701,VL,2022/10/19 11:20:53.264,S2,E,
182704,VL,2022/10/19 11:20:58.732,E,S2,
182705,VL,2022/10/19 11:21:01.200,E,S2,
182706,VL,2022/10/19 11:21:08.349,S2,E,
182712,VL,2022/10/19 11:21:11.148,E,S2,
182734,VL,2022/10/19 11:21:51.880,E,S2,
182768,VL,2022/10/19 11:23:03.346,E,S2,
182771,VL,2022/10/19 11:23:41.380,S2,E,
182772,VL,2022/10/19 11:23:56.782,E,S2,
182776,VL,2022/10/19 11:24:24.614,S2,E,
182777,VL,2022/10/19 11:24:45.147,S2,E,
182778,MOTO,2022/10/19 11:25:00.331,E,S2,
182790,VL,2022/10/19 11:25:28.349,E,S2,
182876,MOTO,2022/10/19 11:28:51.614,S2,E,
182883,VL,2022/10/19 11:29:45.183,S2,S2,demi-tour
182905,MOTO,2022/10/19 11:30:33.347,S2,E,
182922,VL,2022/10/19 11:32:48.981,E,S2,
182923,VL,2022/10/19 11:32:58.549,E,S2,
182925,VL,2022/10/19 11:33:40.563,E,S2,
182927,VL,2022/10/19 11:33:55.147,S2,E,
182929,UT,2022/10/19 11:33:57.281,E,S2,
182934,VL,2022/10/19 11:34:26.848,S3,E,
182941,UT,2022/10/19 11:34:51.400,S2,E,
182942,VL,2022/10/19 11:34:54.230,S2,E,
182978,UT,2022/10/19 11:37:58.868,E,S2,
182996,VL,2022/10/19 11:41:03.016,S1,S2,
183002,UT,2022/10/19 11:42:55.347,S2,E,
183084,VL,2022/10/19 11:50:31.931,S2,E,
183092,VL,2022/10/19 11:52:04.081,S2,E,
183095,VL,2022/10/19 11:52:58.400,E,S3,
183104,VL,2022/10/19 11:53:22.084,S2,E,
183105,VL,2022/10/19 11:53:25.832,S2,E,
183106,VL,2022/10/19 11:54:02.580,S2,E,
183107,VL,2022/10/19 11:54:35.213,E,S2,
183109,VL,2022/10/19 11:56:06.697,S2,S1,
183115,VL,2022/10/19 11:56:27.483,E,S2,
183256,UT,2022/10/19 12:06:39.000,S3,E,
183257,VL,2022/10/19 12:06:41.066,S3,E,
183260,VL,2022/10/19 12:08:25.248,S2,E,
183292,VL,2022/10/19 12:10:05.617,E,S2,
183340,UT,2022/10/19 12:11:35.731,S2,E,
183360,VL,2022/10/19 12:13:26.183,E,S2,
183363,MOTO,2022/10/19 12:14:05.849,E,S2,
183369,VELO,2022/10/19 12:14:10.399,S2,E,
183371,MOTO,2022/10/19 12:14:34.399,E,S2,
183381,VL,2022/10/19 12:15:06.133,S2,E,
183383,VL,2022/10/19 12:15:36.731,E,S2,
183385,MOTO,2022/10/19 12:15:45.333,E,S2,
183386,VELO,2022/10/19 12:16:25.683,S2,E,
183387,VELO,2022/10/19 12:16:28.635,S2,E,
183388,VELO,2022/10/19 12:16:29.235,S2,E,
183390,VELO,2022/10/19 12:16:53.081,S2,E,
183412,VL,2022/10/19 12:20:13.100,E,S2,
183415,VL,2022/10/19 12:21:27.066,E,S2,
183416,VL,2022/10/19 12:21:55.733,E,S2,
183422,MOTO,2022/10/19 12:22:42.016,S2,E,
183435,VL,2022/10/19 12:24:06.117,E,S2,
183461,VL,2022/10/19 12:27:06.499,E,S2,
183462,VL,2022/10/19 12:27:14.364,E,S2,
183480,VL,2022/10/19 12:28:06.348,S2,E,
183485,VL,2022/10/19 12:28:51.950,E,S2,
183498,VL,2022/10/19 12:29:29.650,S2,E,
183509,VL,2022/10/19 12:30:15.782,S2,E,
