ID,Catégorie,Horodate,vers sortie,vers entrée
14442,VL,2022/10/17 12:33:16.349,,x
14454,VL,2022/10/17 12:34:01.601,,x
14455,VELO,2022/10/17 12:34:21.934,x,
14463,UT,2022/10/17 12:34:53.667,x,
14469,VELO,2022/10/17 12:35:02.885,,x
14483,VELO,2022/10/17 12:36:09.998,,x
14498,UT,2022/10/17 12:38:11.766,,x
14499,VL,2022/10/17 12:38:14.397,,x
14519,VL,2022/10/17 12:38:28.299,,x
14525,VELO,2022/10/17 12:38:55.533,,x
14529,VL,2022/10/17 12:39:02.535,,x
14531,PL_1,2022/10/17 12:40:00.883,,x
14534,VELO,2022/10/17 12:40:39.733,x,
14536,VELO,2022/10/17 12:40:58.764,x,
14561,VELO,2022/10/17 12:43:35.130,x,
14572,UT,2022/10/17 12:44:04.350,x,
14574,UT,2022/10/17 12:44:17.335,x,
14575,UT,2022/10/17 12:44:22.600,x,
14577,VL,2022/10/17 12:44:58.283,x,
14581,VL,2022/10/17 12:45:51.397,x,
14582,VL,2022/10/17 12:45:55.163,x,
14583,VL,2022/10/17 12:46:50.649,x,
14598,VL,2022/10/17 12:49:08.666,,x
14615,VL,2022/10/17 12:50:16.182,,x
14624,UT,2022/10/17 12:53:27.250,x,
14627,VL,2022/10/17 12:53:43.381,x,
14632,VL,2022/10/17 12:54:06.281,x,
14634,VL,2022/10/17 12:54:43.950,x,
14641,VL,2022/10/17 12:55:44.801,x,
14643,VL,2022/10/17 12:56:43.831,x,
14650,UT,2022/10/17 12:57:54.931,,x
14651,VL,2022/10/17 12:57:58.734,x,
14653,VL,2022/10/17 12:59:15.832,,x
14654,VL,2022/10/17 12:59:17.165,,x
14662,VL,2022/10/17 13:00:53.233,x,
14684,VL,2022/10/17 13:03:42.782,,x
14687,VL,2022/10/17 13:04:56.632,,x
14688,UT,2022/10/17 13:04:59.099,,x
14689,VELO,2022/10/17 13:06:01.398,x,
14690,VL,2022/10/17 13:06:09.049,x,
14695,VL,2022/10/17 13:06:22.749,,x
14696,VL,2022/10/17 13:06:46.100,x,
14697,VL,2022/10/17 13:07:10.850,x,
14699,VL,2022/10/17 13:07:47.097,,x
14700,VELO,2022/10/17 13:08:10.532,x,
14703,VL,2022/10/17 13:08:36.331,,x
14705,VL,2022/10/17 13:08:39.200,,x
14708,VL,2022/10/17 13:09:38.333,x,
14709,VL,2022/10/17 13:10:21.400,x,
14710,VL,2022/10/17 13:10:43.165,x,
14714,VL,2022/10/17 13:10:58.500,,x
14721,VL,2022/10/17 13:14:15.301,x,
14722,VL,2022/10/17 13:14:35.267,x,
14729,VL,2022/10/17 13:20:47.183,,x
14730,VL,2022/10/17 13:20:53.033,x,
14732,VL,2022/10/17 13:21:20.781,x,
14735,VL,2022/10/17 13:23:09.315,,x
14745,VL,2022/10/17 13:26:03.099,x,
14749,PL_1,2022/10/17 13:26:44.632,x,
14756,UT,2022/10/17 13:27:16.850,,x
14766,VL,2022/10/17 13:28:27.799,,x
14767,VL,2022/10/17 13:29:13.565,,x
14768,VL,2022/10/17 13:30:09.582,,x
14770,VL,2022/10/17 13:30:51.865,x,
14771,VL,2022/10/17 13:31:54.898,,x
14774,VL,2022/10/17 13:34:01.481,,x
14776,VL,2022/10/17 13:35:50.617,,x
14777,VL,2022/10/17 13:36:15.684,,x
14780,VL,2022/10/17 13:36:19.831,,x
14783,VL,2022/10/17 13:37:34.165,x,
14784,VL,2022/10/17 13:37:56.984,x,
14785,VL,2022/10/17 13:38:06.031,x,
14786,VL,2022/10/17 13:38:53.247,x,
14787,VL,2022/10/17 13:39:15.916,,x
14788,VL,2022/10/17 13:41:32.933,,x
14793,UT,2022/10/17 13:43:24.532,,x
14794,MOTO,2022/10/17 13:44:25.600,x,
14795,VL,2022/10/17 13:44:46.965,x,
14797,UT,2022/10/17 13:44:48.363,,x
14798,UT,2022/10/17 13:44:50.631,,x
14803,VL,2022/10/17 13:46:04.831,,x
14804,VELO,2022/10/17 13:46:04.965,,x
14805,VL,2022/10/17 13:46:18.982,x,
14806,UT,2022/10/17 13:47:13.850,x,
14807,VL,2022/10/17 13:47:26.733,x,
14808,VL,2022/10/17 13:47:33.049,,x
14809,VL,2022/10/17 13:47:45.517,x,
14825,VL,2022/10/17 13:49:47.115,x,
14827,VL,2022/10/17 13:50:03.633,,x
14830,VL,2022/10/17 13:50:28.648,x,
14833,VL,2022/10/17 13:50:37.715,x,
14834,VL,2022/10/17 13:51:22.248,x,
14836,MOTO,2022/10/17 13:52:39.365,,x
14853,VL,2022/10/17 13:53:02.884,x,
14867,VL,2022/10/17 13:53:18.700,,x
14885,VELO,2022/10/17 13:53:52.632,,x
14886,UT,2022/10/17 13:53:59.915,x,
14889,VL,2022/10/17 13:54:06.935,,x
14890,UT,2022/10/17 13:54:08.400,x,
14896,VELO,2022/10/17 13:55:22.648,,x
14897,VL,2022/10/17 13:56:12.650,,x
14898,VL,2022/10/17 13:56:48.865,x,
14916,VL,2022/10/17 13:59:32.081,,x
14928,VELO,2022/10/17 14:02:46.298,x,
14932,UT,2022/10/17 14:04:15.417,,x
14934,VL,2022/10/17 14:06:09.884,x,
14935,UT,2022/10/17 14:06:21.115,,x
14936,VL,2022/10/17 14:06:36.032,,x
14940,VL,2022/10/17 14:09:38.782,,x
14948,VELO,2022/10/17 14:11:47.600,,x
14960,VL,2022/10/17 14:14:08.234,,x
14968,VL,2022/10/17 14:15:32.298,x,
14969,VL,2022/10/17 14:15:34.432,x,
14970,VL,2022/10/17 14:16:19.366,,x
14971,VL,2022/10/17 14:17:31.583,x,
14973,UT,2022/10/17 14:18:28.080,,x
14974,VL,2022/10/17 14:18:47.450,,x
14976,VL,2022/10/17 14:19:52.231,,x
14977,VL,2022/10/17 14:20:39.298,,x
14981,UT,2022/10/17 14:23:13.483,x,
14986,VL,2022/10/17 14:24:20.115,,x
14992,VL,2022/10/17 14:26:43.381,x,
14994,UT,2022/10/17 14:26:52.499,,x
15004,UT,2022/10/17 14:30:01.684,x,
15006,VL,2022/10/17 14:31:22.216,,x
15007,UT,2022/10/17 14:31:57.566,x,
15010,VL,2022/10/17 14:32:06.382,,x
15012,UT,2022/10/17 14:32:41.550,x,
15017,VL,2022/10/17 14:34:12.199,,x
15024,VELO,2022/10/17 14:37:15.549,x,
15049,VL,2022/10/17 14:42:26.200,x,
15050,VL,2022/10/17 14:44:28.183,x,
15051,UT,2022/10/17 14:47:12.499,,x
15052,VL,2022/10/17 14:49:25.618,,x
15053,VL,2022/10/17 14:49:43.732,,x
15055,VL,2022/10/17 14:52:07.449,,x
15056,VL,2022/10/17 14:53:46.698,,x
15057,VL,2022/10/17 14:54:47.501,,x
15066,VL,2022/10/17 15:01:19.216,x,
15071,VL,2022/10/17 15:03:07.399,,x
15072,VELO,2022/10/17 15:03:34.750,,x
15073,VL,2022/10/17 15:04:16.152,x,
15077,UT,2022/10/17 15:04:55.364,,x
15079,UT,2022/10/17 15:05:07.880,,x
15080,VL,2022/10/17 15:05:14.050,,x
15089,VELO,2022/10/17 15:07:05.231,x,
15090,VL,2022/10/17 15:07:27.282,x,
15091,VL,2022/10/17 15:07:50.299,x,
15092,VELO,2022/10/17 15:08:05.331,x,
15097,VL,2022/10/17 15:09:17.864,,x
15098,VL,2022/10/17 15:10:35.134,x,
15102,VL,2022/10/17 15:11:44.365,x,
15103,VL,2022/10/17 15:12:02.365,x,
15108,VL,2022/10/17 15:14:14.966,x,
15110,VELO,2022/10/17 15:14:33.532,,x
15126,VL,2022/10/17 15:21:05.031,,x
15129,VL,2022/10/17 15:22:53.649,x,
15130,VL,2022/10/17 15:26:10.714,x,
15131,VL,2022/10/17 15:26:43.316,,x
15132,VL,2022/10/17 15:27:05.935,x,
15133,VL,2022/10/17 15:27:14.752,x,
15134,UT,2022/10/17 15:28:16.714,x,
15148,UT,2022/10/17 15:29:59.531,x,
15151,UT,2022/10/17 15:30:01.730,x,
15155,PL_1,2022/10/17 15:30:04.999,x,
15156,UT,2022/10/17 15:30:41.117,x,
15157,VL,2022/10/17 15:32:15.232,x,
15159,VL,2022/10/17 15:32:20.498,x,
15163,UT,2022/10/17 15:38:19.215,,x
15165,UT,2022/10/17 15:38:51.432,x,
15169,UT,2022/10/17 15:38:57.801,x,
15171,UT,2022/10/17 15:39:50.166,,x
15173,UT,2022/10/17 15:41:18.982,,x
15174,UT,2022/10/17 15:42:13.347,,x
15175,UT,2022/10/17 15:42:15.414,,x
15176,UT,2022/10/17 15:42:59.098,x,
15179,VL,2022/10/17 15:44:12.733,,x
15180,VL,2022/10/17 15:44:53.068,x,
15182,VL,2022/10/17 15:46:10.886,x,
15183,VL,2022/10/17 15:46:22.166,x,
15184,UT,2022/10/17 15:46:31.598,x,
15186,UT,2022/10/17 15:49:10.432,x,
15192,VL,2022/10/17 15:53:14.630,,x
15199,VL,2022/10/17 15:53:43.083,x,
15200,UT,2022/10/17 15:53:45.664,x,
15201,VL,2022/10/17 15:55:00.549,x,
15207,VL,2022/10/17 15:57:54.100,x,
15208,VL,2022/10/17 15:57:56.468,x,
15210,VL,2022/10/17 15:58:09.202,x,
15213,VELO,2022/10/17 15:58:21.832,x,
15214,UT,2022/10/17 15:58:57.596,x,
15225,VL,2022/10/17 16:02:47.649,,x
15228,VL,2022/10/17 16:03:10.749,,x
15229,UT,2022/10/17 16:03:53.733,x,
15230,VL,2022/10/17 16:04:06.580,x,
15231,UT,2022/10/17 16:04:09.916,x,
15234,VL,2022/10/17 16:04:44.483,,x
15235,UT,2022/10/17 16:05:57.214,x,
15237,VL,2022/10/17 16:06:20.281,x,
15238,UT,2022/10/17 16:07:13.430,x,
15242,VL,2022/10/17 16:08:31.715,,x
15247,PL_1,2022/10/17 16:09:30.099,,x
15248,VL,2022/10/17 16:11:13.933,x,
15250,VL,2022/10/17 16:13:14.082,,x
15251,VELO,2022/10/17 16:13:55.231,,x
15253,UT,2022/10/17 16:14:59.598,x,
15254,VL,2022/10/17 16:15:24.598,x,
15259,UT,2022/10/17 16:16:37.184,x,
15263,VL,2022/10/17 16:18:21.449,x,
15264,VL,2022/10/17 16:18:30.282,x,
15265,PL_1,2022/10/17 16:20:29.398,x,
15283,VL,2022/10/17 16:30:24.936,x,
15284,VL,2022/10/17 16:31:38.514,x,
15287,VL,2022/10/17 16:32:24.749,x,
15288,VL,2022/10/17 16:33:31.733,x,
15290,VL,2022/10/17 16:34:19.414,x,
15294,VL,2022/10/17 16:35:23.614,x,
15296,VL,2022/10/17 16:36:21.799,x,
15304,VELO,2022/10/17 16:38:41.546,x,
15308,VL,2022/10/17 16:38:46.850,x,
15309,UT,2022/10/17 16:39:01.981,,x
15316,VL,2022/10/17 16:39:35.199,x,
15320,VL,2022/10/17 16:41:17.149,,x
15326,VELO,2022/10/17 16:42:08.764,x,
15328,VL,2022/10/17 16:42:21.700,x,
15329,VL,2022/10/17 16:42:54.832,,x
15330,VL,2022/10/17 16:44:11.900,x,
15336,VL,2022/10/17 16:46:17.452,x,
15339,UT,2022/10/17 16:47:13.300,x,
15340,VL,2022/10/17 16:50:37.798,x,
15341,VL,2022/10/17 16:51:13.714,x,
15354,VL,2022/10/17 16:52:27.016,x,
15355,VL,2022/10/17 16:52:31.082,x,
15357,UT,2022/10/17 16:52:33.049,x,
15358,VL,2022/10/17 16:52:41.348,x,
15361,VL,2022/10/17 16:52:56.146,x,
15362,VELO,2022/10/17 16:54:50.833,x,
15363,VELO,2022/10/17 16:54:53.135,x,
15386,VL,2022/10/17 16:59:38.348,x,
15388,VL,2022/10/17 17:00:19.180,x,
15390,VL,2022/10/17 17:01:34.099,x,
15391,VL,2022/10/17 17:02:40.497,x,
15392,VL,2022/10/17 17:03:51.652,x,
15395,VL,2022/10/17 17:04:23.298,,x
15396,VL,2022/10/17 17:04:48.964,x,
15397,VL,2022/10/17 17:05:54.899,x,
15399,VL,2022/10/17 17:07:27.519,x,
15400,VL,2022/10/17 17:07:33.849,x,
15401,VL,2022/10/17 17:08:56.848,x,
15402,VL,2022/10/17 17:09:00.648,x,
15404,VL,2022/10/17 17:09:13.466,x,
15405,VELO,2022/10/17 17:09:18.147,x,
15406,UT,2022/10/17 17:09:32.868,x,
15407,VL,2022/10/17 17:10:09.849,x,
15408,VL,2022/10/17 17:10:45.399,x,
15409,VELO,2022/10/17 17:11:37.814,x,
15411,VELO,2022/10/17 17:12:57.135,x,
15412,VELO,2022/10/17 17:13:38.482,x,
15413,VL,2022/10/17 17:14:39.966,x,
15416,VL,2022/10/17 17:16:20.665,x,
15424,VL,2022/10/17 17:19:41.717,x,
15432,VELO,2022/10/17 17:20:07.617,,x
15439,VL,2022/10/17 17:20:42.150,x,
15448,VL,2022/10/17 17:20:49.249,x,
15449,VELO,2022/10/17 17:22:13.467,x,
15452,VL,2022/10/17 17:23:05.818,x,
15466,VL,2022/10/17 17:28:15.015,x,
15469,VL,2022/10/17 17:29:08.633,x,
15472,VELO,2022/10/17 17:29:24.200,x,
15482,VL,2022/10/17 17:30:53.183,x,
15496,VL,2022/10/17 17:32:10.466,x,
15497,VL,2022/10/17 17:32:12.799,x,
15498,VELO,2022/10/17 17:32:58.598,x,
15504,VL,2022/10/17 17:34:11.566,x,
15509,VELO,2022/10/17 17:34:46.732,x,
15513,EDPM,2022/10/17 17:34:51.064,x,
15520,UT,2022/10/17 17:35:16.614,x,
15521,VL,2022/10/17 17:35:22.532,x,
15524,VELO,2022/10/17 17:35:27.266,x,
15526,VL,2022/10/17 17:37:44.216,x,
15527,VL,2022/10/17 17:38:09.233,x,
15529,VL,2022/10/17 17:39:20.282,x,
15530,VL,2022/10/17 17:39:25.614,x,
15545,VL,2022/10/17 17:40:02.649,x,
15592,VL,2022/10/17 17:40:52.683,x,
15593,VL,2022/10/17 17:42:15.297,x,
15607,VL,2022/10/17 17:43:08.268,x,
15610,VL,2022/10/17 17:43:17.216,,x
15613,VL,2022/10/17 17:44:15.785,x,
15617,VL,2022/10/17 17:44:51.533,x,
15620,VL,2022/10/17 17:45:50.281,x,
15621,VELO,2022/10/17 17:46:18.865,x,
15622,VL,2022/10/17 17:46:45.283,x,
15623,VL,2022/10/17 17:48:13.883,x,
15627,VL,2022/10/17 17:49:40.481,x,
15628,VL,2022/10/17 17:50:24.485,,x
15629,VL,2022/10/17 17:50:40.666,,x
15630,VL,2022/10/17 17:50:43.530,x,
15631,VL,2022/10/17 17:51:25.415,x,
15642,VL,2022/10/17 17:52:11.448,x,
15644,UT,2022/10/17 17:53:02.664,x,
15666,VL,2022/10/17 17:54:36.248,x,
15669,VELO,2022/10/17 17:54:41.482,x,
15671,VELO,2022/10/17 17:56:29.599,x,
15672,VL,2022/10/17 17:57:19.466,x,
15673,UT,2022/10/17 17:58:03.166,x,
15674,VL,2022/10/17 17:58:06.632,x,
15681,VELO,2022/10/17 17:59:21.732,x,
15685,VELO,2022/10/17 17:59:30.051,x,
15690,VELO,2022/10/17 18:00:04.668,,x
15728,VELO,2022/10/17 18:04:12.232,x,
15731,VL,2022/10/17 18:04:32.816,x,
15748,UT,2022/10/17 18:05:04.632,,x
15749,VL,2022/10/17 18:05:40.216,x,
15752,UT,2022/10/17 18:07:38.766,x,
15753,VELO,2022/10/17 18:07:38.900,x,
15754,VL,2022/10/17 18:08:21.917,x,
15757,VELO,2022/10/17 18:10:33.216,x,
15759,VL,2022/10/17 18:12:14.016,x,
15761,VELO,2022/10/17 18:13:59.116,x,
15773,VL,2022/10/17 18:17:30.616,,x
15774,VL,2022/10/17 18:17:40.013,x,
15776,VL,2022/10/17 18:18:10.500,x,
15795,VL,2022/10/17 18:20:11.348,x,
15797,VL,2022/10/17 18:20:42.566,x,
15804,VL,2022/10/17 18:21:33.966,x,
15809,VL,2022/10/17 18:21:50.681,x,
15811,VELO,2022/10/17 18:22:13.980,x,
15823,VL,2022/10/17 18:23:34.000,x,
15825,VL,2022/10/17 18:23:57.283,x,
15826,VL,2022/10/17 18:24:54.665,x,
15839,VL,2022/10/17 18:26:06.282,x,
15841,VELO,2022/10/17 18:26:52.566,x,
15862,UT,2022/10/17 18:31:31.930,x,
15864,VL,2022/10/17 18:31:36.131,x,
15866,VL,2022/10/17 18:32:10.097,x,
15867,MOTO,2022/10/17 18:34:13.916,x,
15868,VELO,2022/10/17 18:34:34.829,x,
15869,VL,2022/10/17 18:35:41.582,x,
15870,VELO,2022/10/17 18:36:19.180,x,
15879,VL,2022/10/17 18:38:56.898,x,
15880,VL,2022/10/17 18:40:16.783,x,
15881,VELO,2022/10/17 18:40:55.062,x,
15883,VL,2022/10/17 18:41:21.349,x,
15884,VL,2022/10/17 18:41:43.298,x,
15887,VL,2022/10/17 18:42:22.716,x,
15891,VL,2022/10/17 18:44:41.348,x,
15892,VL,2022/10/17 18:44:42.614,x,
15893,VELO,2022/10/17 18:44:47.415,,x
15895,UT,2022/10/17 18:45:25.931,,x
15896,VL,2022/10/17 18:46:01.115,x,
15897,VL,2022/10/17 18:48:42.949,x,
15898,VL,2022/10/17 18:49:16.896,x,
15900,VL,2022/10/17 18:49:31.748,x,
15901,VL,2022/10/17 18:49:44.431,x,
15902,VL,2022/10/17 18:50:06.146,x,
15903,VL,2022/10/17 18:51:03.298,x,
15911,VL,2022/10/17 18:53:24.213,,x
15912,VELO,2022/10/17 18:53:25.230,x,
15916,UT,2022/10/17 18:55:07.064,,x
15917,VL,2022/10/17 18:55:26.613,,x
15920,VL,2022/10/17 18:56:47.300,x,
15922,VL,2022/10/17 18:59:10.031,x,
15923,VL,2022/10/17 19:01:13.800,x,
15931,VL,2022/10/17 19:05:09.347,x,
15932,VELO,2022/10/17 19:09:50.949,x,
15933,VL,2022/10/17 19:10:16.215,,x
15934,VL,2022/10/17 19:12:12.664,x,
15939,VL,2022/10/17 19:13:16.547,x,
15941,VELO,2022/10/17 19:15:43.066,x,
15945,VL,2022/10/17 19:20:06.947,x,
15948,VELO,2022/10/17 19:20:17.115,x,
15952,VL,2022/10/17 19:21:38.829,x,
15953,VELO,2022/10/17 19:28:48.331,x,
15956,VL,2022/10/17 19:32:32.115,x,
15957,VL,2022/10/17 19:32:34.982,x,
15968,VL,2022/10/17 19:44:08.114,x,
15970,VELO,2022/10/17 19:45:36.917,x,
15974,VL,2022/10/17 19:56:04.879,,x
15975,EDPM,2022/10/17 19:56:59.114,x,
15979,VL,2022/10/17 19:59:05.482,x,
15986,VL,2022/10/17 20:11:00.517,x,
15987,VL,2022/10/17 20:11:58.982,x,
15989,VL,2022/10/17 20:17:06.515,x,
15990,VL,2022/10/17 20:17:17.946,x,
15995,VL,2022/10/17 20:27:50.215,,x
15997,VL,2022/10/17 20:30:44.112,,x
16010,VL,2022/10/17 20:41:46.449,x,
16015,VELO,2022/10/17 20:50:37.212,x,
16022,VL,2022/10/17 21:02:06.546,x,
16024,VL,2022/10/17 21:04:44.979,x,
16061,VL,2022/10/17 21:54:26.515,x,
16062,VL,2022/10/17 21:54:54.982,x,
16151,VL,2022/10/18 06:33:03.834,,x
16159,UT,2022/10/18 06:41:28.500,,x
16165,UT,2022/10/18 06:54:06.200,,x
16166,VELO,2022/10/18 06:59:37.466,,x
16168,VL,2022/10/18 07:07:25.532,,x
16181,VELO,2022/10/18 07:26:09.969,,x
16182,VL,2022/10/18 07:28:10.833,,x
16190,VL,2022/10/18 07:35:34.968,,x
16195,UT,2022/10/18 07:36:27.835,,x
16197,VL,2022/10/18 07:39:08.001,,x
16199,UT,2022/10/18 07:42:49.268,,x
16203,UT,2022/10/18 07:43:49.033,x,
16206,VL,2022/10/18 07:44:49.699,,x
16209,UT,2022/10/18 07:45:28.968,,x
16210,VL,2022/10/18 07:47:13.833,,x
16212,VL,2022/10/18 07:47:44.401,,x
16213,UT,2022/10/18 07:48:20.700,,x
16214,VL,2022/10/18 07:49:00.101,,x
16216,PL_1,2022/10/18 07:49:15.267,,x
16222,VELO,2022/10/18 07:50:47.784,,x
16223,VL,2022/10/18 07:52:20.349,,x
16226,PL_1,2022/10/18 07:54:11.567,x,
16229,VELO,2022/10/18 07:54:15.301,,x
16230,VL,2022/10/18 07:54:31.670,,x
16231,UT,2022/10/18 07:54:54.066,x,
16232,VL,2022/10/18 07:55:42.665,,x
16233,VELO,2022/10/18 07:55:46.165,,x
16234,UT,2022/10/18 07:57:06.700,,x
16237,VL,2022/10/18 07:57:33.934,,x
16238,UT,2022/10/18 07:57:35.734,,x
16241,VL,2022/10/18 07:59:12.466,,x
16242,VL,2022/10/18 07:59:17.433,,x
16243,VELO,2022/10/18 07:59:45.882,,x
16244,UT,2022/10/18 08:00:07.684,,x
16252,VELO,2022/10/18 08:01:58.836,,x
16255,UT,2022/10/18 08:04:39.667,,x
16256,VL,2022/10/18 08:04:41.633,,x
16257,VL,2022/10/18 08:04:55.669,,x
16263,VL,2022/10/18 08:07:10.048,,x
16264,UT,2022/10/18 08:07:17.716,,x
16266,VL,2022/10/18 08:07:29.283,,x
16267,UT,2022/10/18 08:08:47.416,,x
16284,VELO,2022/10/18 08:10:51.669,x,
16285,VL,2022/10/18 08:11:54.900,,x
16286,VL,2022/10/18 08:12:16.686,,x
16290,VL,2022/10/18 08:12:50.649,,x
16292,VL,2022/10/18 08:13:07.834,,x
16293,UT,2022/10/18 08:13:11.068,,x
16294,VL,2022/10/18 08:13:15.916,x,
16296,VL,2022/10/18 08:13:24.600,,x
16297,VELO,2022/10/18 08:14:00.432,,x
16298,PL_1,2022/10/18 08:14:35.583,,x
16300,VL,2022/10/18 08:14:49.719,,x
16304,UT,2022/10/18 08:15:31.750,,x
16305,UT,2022/10/18 08:17:45.285,,x
16308,VL,2022/10/18 08:19:31.333,,x
16310,VL,2022/10/18 08:20:43.331,,x
16312,UT,2022/10/18 08:21:03.667,x,
16315,VL,2022/10/18 08:21:22.733,,x
16317,VL,2022/10/18 08:21:27.235,,x
16319,VL,2022/10/18 08:21:35.584,,x
16320,VL,2022/10/18 08:22:28.782,,x
16321,UT,2022/10/18 08:22:33.968,,x
16324,VL,2022/10/18 08:23:12.518,,x
16325,UT,2022/10/18 08:23:47.419,x,
16331,VL,2022/10/18 08:26:00.265,,x
16338,VL,2022/10/18 08:26:11.750,,x
16340,VL,2022/10/18 08:26:17.284,,x
16343,VL,2022/10/18 08:26:44.350,,x
16344,VL,2022/10/18 08:26:54.483,,x
16346,VL,2022/10/18 08:27:02.303,x,
16359,PL_1,2022/10/18 08:29:17.369,x,
16360,VL,2022/10/18 08:29:39.500,,x
16361,VL,2022/10/18 08:29:58.483,,x
16379,VL,2022/10/18 08:33:50.651,,x
16380,VELO,2022/10/18 08:33:59.583,,x
16381,VL,2022/10/18 08:33:59.666,,x
16384,VELO,2022/10/18 08:34:11.250,,x
16392,VL,2022/10/18 08:35:01.115,,x
16394,VELO,2022/10/18 08:35:01.365,,x
16397,VELO,2022/10/18 08:35:32.598,,x
16398,UT,2022/10/18 08:35:33.115,,x
16409,VELO,2022/10/18 08:38:25.450,,x
16411,UT,2022/10/18 08:39:16.101,,x
16412,VL,2022/10/18 08:39:16.952,,x
16414,VL,2022/10/18 08:39:23.581,,x
16416,VL,2022/10/18 08:40:35.584,,x
16417,UT,2022/10/18 08:40:37.285,,x
16418,UT,2022/10/18 08:40:42.567,,x
16419,UT,2022/10/18 08:40:44.000,,x
16420,UT,2022/10/18 08:40:49.117,,x
16421,PL_1,2022/10/18 08:40:57.800,,x
16423,VL,2022/10/18 08:41:02.651,,x
16425,VL,2022/10/18 08:42:01.633,,x
16426,VL,2022/10/18 08:42:35.067,x,
16428,VL,2022/10/18 08:43:24.517,,x
16429,VL,2022/10/18 08:43:56.852,,x
16430,VL,2022/10/18 08:44:00.601,,x
16436,VELO,2022/10/18 08:44:16.433,,x
16439,VELO,2022/10/18 08:44:52.950,,x
16441,VELO,2022/10/18 08:44:55.416,,x
16447,VELO,2022/10/18 08:45:44.100,,x
16450,VL,2022/10/18 08:46:48.267,,x
16453,VL,2022/10/18 08:46:52.000,,x
16456,VELO,2022/10/18 08:47:05.799,,x
16458,VL,2022/10/18 08:47:12.866,,x
16461,VL,2022/10/18 08:47:39.834,,x
16463,VELO,2022/10/18 08:48:11.415,,x
16466,VELO,2022/10/18 08:48:52.349,,x
16468,VELO,2022/10/18 08:49:29.031,,x
16469,VL,2022/10/18 08:49:31.065,,x
16470,UT,2022/10/18 08:50:17.368,x,
16472,VL,2022/10/18 08:50:33.718,,x
16473,VL,2022/10/18 08:50:41.450,,x
16474,UT,2022/10/18 08:50:47.667,x,
16477,VELO,2022/10/18 08:51:10.984,,x
16480,VELO,2022/10/18 08:51:16.001,,x
16482,UT,2022/10/18 08:51:52.767,x,
16483,VL,2022/10/18 08:52:00.266,,x
16484,VL,2022/10/18 08:52:07.164,,x
16485,VL,2022/10/18 08:52:09.368,,x
16486,VELO,2022/10/18 08:52:32.101,,x
16491,VL,2022/10/18 08:53:22.901,,x
16492,VL,2022/10/18 08:53:40.950,x,
16500,VL,2022/10/18 08:54:12.681,,x
16501,VL,2022/10/18 08:54:21.113,,x
16506,VL,2022/10/18 08:55:09.116,,x
16509,VELO,2022/10/18 08:55:09.533,x,
16511,VL,2022/10/18 08:55:11.150,,x
16512,VELO,2022/10/18 08:55:11.249,,x
16513,VL,2022/10/18 08:55:11.582,x,
16515,VELO,2022/10/18 08:55:40.269,,x
16517,VL,2022/10/18 08:56:00.182,,x
16518,MOTO,2022/10/18 08:56:08.951,,x
16519,VL,2022/10/18 08:56:26.052,,x
16521,VELO,2022/10/18 08:56:28.600,,x
16523,VL,2022/10/18 08:56:39.916,,x
16526,MOTO,2022/10/18 08:56:47.919,,x
16531,VL,2022/10/18 08:58:48.180,,x
16533,VL,2022/10/18 08:59:09.633,,x
16534,VL,2022/10/18 08:59:56.601,,x
16535,VELO,2022/10/18 09:00:11.667,,x
16536,VL,2022/10/18 09:00:56.518,,x
16540,VELO,2022/10/18 09:01:07.163,,x
16542,VELO,2022/10/18 09:01:40.002,x,
16544,VL,2022/10/18 09:01:48.436,x,
16546,MOTO,2022/10/18 09:02:32.600,,x
16547,VELO,2022/10/18 09:03:02.216,,x
16549,UT,2022/10/18 09:04:37.633,x,
16552,VELO,2022/10/18 09:05:01.800,,x
16553,VL,2022/10/18 09:06:14.484,,x
16554,VELO,2022/10/18 09:07:43.150,,x
16563,UT,2022/10/18 09:09:00.100,,x
16564,UT,2022/10/18 09:09:03.164,,x
16565,UT,2022/10/18 09:09:08.352,,x
16566,VL,2022/10/18 09:09:10.484,,x
16567,VL,2022/10/18 09:09:50.051,,x
16568,VL,2022/10/18 09:11:21.367,,x
16569,UT,2022/10/18 09:11:37.368,,x
16570,VL,2022/10/18 09:12:02.652,,x
16571,UT,2022/10/18 09:13:04.101,x,
16572,VELO,2022/10/18 09:13:15.414,,x
16573,VL,2022/10/18 09:13:15.831,,x
16579,VL,2022/10/18 09:13:47.068,,x
16580,UT,2022/10/18 09:14:02.650,,x
16581,VELO,2022/10/18 09:15:05.033,x,
16583,VL,2022/10/18 09:15:55.586,,x
16584,VL,2022/10/18 09:15:59.669,,x
16585,VL,2022/10/18 09:16:14.050,,x
16591,VL,2022/10/18 09:16:49.886,,x
16602,UT,2022/10/18 09:19:27.069,x,
16604,VELO,2022/10/18 09:19:36.431,,x
16606,UT,2022/10/18 09:20:48.684,,x
16607,VL,2022/10/18 09:21:05.967,x,
16612,VELO,2022/10/18 09:21:57.365,,x
16613,UT,2022/10/18 09:22:56.183,,x
16618,VELO,2022/10/18 09:24:49.965,,x
16619,UT,2022/10/18 09:25:00.350,x,
16620,MOTO,2022/10/18 09:25:28.433,x,
16621,VELO,2022/10/18 09:25:30.900,,x
16623,VL,2022/10/18 09:25:41.633,,x
16624,VL,2022/10/18 09:25:43.834,,x
16625,VL,2022/10/18 09:26:31.334,,x
