Jour,Heure,Seconde,Centième,Vitesse,Type Véhicules,Catégorie,Inter-essieux,E2/E3,E3/E4,E4/E5,E5/E6
17/10/22,18:27,48,20,39,VL,1,256,,,,
17/10/22,18:27,50,72,46,VL,1,256,,,,
17/10/22,18:27,56,93,54,VL,1,256,,,,
17/10/22,18:28,1,4,52,VL,1,284,,,,
17/10/22,18:28,29,17,55,VL,1,284,,,,
17/10/22,18:28,45,49,57,VL,1,282,,,,
17/10/22,18:28,53,45,44,VL,1,192,,,,
17/10/22,18:28,57,92,53,VL,1,256,,,,
17/10/22,18:29,9,72,30,V�lo �lectrique,13,102,,,,
17/10/22,18:30,2,79,44,VL,1,192,,,,
17/10/22,18:30,9,29,39,VL,1,283,,,,
17/10/22,18:30,13,79,38,VL,1,284,,,,
17/10/22,18:30,15,79,34,VL,1,270,,,,
17/10/22,18:30,18,42,35,VL,1,320,,,,
17/10/22,18:30,19,92,33,VL,1,256,,,,
17/10/22,18:30,21,62,34,VL,1,270,,,,
17/10/22,18:30,51,48,45,VL,1,245,,,,
17/10/22,18:30,55,45,43,VL,1,268,,,,
17/10/22,18:31,17,12,55,VL,1,258,,,,
17/10/22,18:31,18,9,56,VL,1,258,,,,
17/10/22,18:31,26,21,44,VL,1,243,,,,
17/10/22,18:31,28,44,41,VL,1,243,,,,
17/10/22,18:31,29,86,42,VL,1,255,,,,
17/10/22,18:31,31,12,44,VL,1,270,,,,
17/10/22,18:31,34,3,47,VL,1,272,,,,
17/10/22,18:31,42,4,49,2RM,13,128,,,,
17/10/22,18:31,47,57,51,VL,1,271,,,,
17/10/22,18:32,1,53,57,VL,1,258,,,,
17/10/22,18:32,8,19,49,VL,1,256,,,,
17/10/22,18:32,13,44,39,V�lo �lectrique,13,102,,,,
17/10/22,18:32,15,19,38,VL,1,269,,,,
17/10/22,18:32,27,64,44,VL,1,256,,,,
17/10/22,18:32,28,95,46,VL,1,244,,,,
17/10/22,18:32,34,92,47,VL,1,296,,,,
17/10/22,18:32,47,70,43,VL,1,257,,,,
17/10/22,18:33,56,50,43,2RM,13,153,,,,
17/10/22,18:34,6,80,40,VL,1,269,,,,
17/10/22,18:34,8,67,44,VL,1,256,,,,
17/10/22,18:34,11,56,47,VL,1,257,,,,
17/10/22,18:34,13,8,48,VL,1,245,,,,
17/10/22,18:35,4,97,61,2RM,13,155,,,,
17/10/22,18:35,17,53,42,VL,1,256,,,,
17/10/22,18:35,57,4,44,VL,1,256,,,,
17/10/22,18:36,0,7,49,VL,1,258,,,,
17/10/22,18:36,17,64,55,VL,1,307,,,,
17/10/22,18:36,45,82,44,VL,1,256,,,,
17/10/22,18:36,47,2,44,VL,1,243,,,,
17/10/22,18:36,55,83,51,VL,1,269,,,,
17/10/22,18:37,0,90,44,VL,1,269,,,,
17/10/22,18:37,8,7,48,VL,1,257,,,,
17/10/22,18:37,12,63,49,VL,1,256,,,,
17/10/22,18:37,37,86,60,VL,1,257,,,,
17/10/22,18:37,48,89,44,VL,1,268,,,,
17/10/22,18:37,59,24,44,VL,1,281,,,,
17/10/22,18:38,24,71,61,VL,1,296,,,,
17/10/22,18:38,26,24,27,V�lo �lectrique,13,102,,,,
17/10/22,18:38,26,41,48,2RM,13,141,,,,
17/10/22,18:38,57,76,45,VL,1,257,,,,
17/10/22,18:39,6,8,48,VL,1,245,,,,
17/10/22,18:39,7,75,53,VL,1,295,,,,
17/10/22,18:39,17,52,47,VL,1,282,,,,
17/10/22,18:39,18,79,46,VL,1,256,,,,
17/10/22,18:39,20,42,43,2RM,13,142,,,,
17/10/22,18:39,21,78,47,VL,1,244,,,,
17/10/22,18:39,24,93,45,VL,1,268,,,,
17/10/22,18:40,44,74,57,2RM,13,141,,,,
17/10/22,18:41,4,75,35,VL,1,255,,,,
17/10/22,18:41,8,21,36,VL,1,245,,,,
17/10/22,18:42,12,87,40,VL,1,230,,,,
17/10/22,18:42,14,74,48,VL,1,257,,,,
17/10/22,18:42,22,25,39,VL,1,269,,,,
17/10/22,18:42,38,98,46,VL,1,230,,,,
17/10/22,18:42,48,65,43,VL,1,346,,,,
17/10/22,18:42,53,69,59,VL,1,268,,,,
17/10/22,18:43,3,77,51,VL,1,268,,,,
17/10/22,18:43,10,11,39,VL,1,245,,,,
17/10/22,18:43,14,36,49,VL,1,284,,,,
17/10/22,18:43,20,20,46,VL,1,269,,,,
17/10/22,18:43,23,78,47,VL,1,258,,,,
17/10/22,18:43,30,24,45,VL,1,270,,,,
17/10/22,18:43,32,11,45,VL,1,256,,,,
17/10/22,18:43,56,16,44,VL,1,191,,,,
17/10/22,18:43,57,18,46,VL,1,255,,,,
17/10/22,18:44,47,23,51,VL,1,267,,,,
17/10/22,18:44,52,13,47,VL,1,256,,,,
17/10/22,18:44,53,91,46,VL,1,256,,,,
17/10/22,18:45,3,39,46,VL,1,258,,,,
17/10/22,18:45,29,27,43,VL,1,271,,,,
17/10/22,18:45,32,49,42,VL,1,257,,,,
17/10/22,18:45,38,7,42,VL,1,257,,,,
17/10/22,18:46,1,9,44,VL,1,281,,,,
17/10/22,18:46,2,73,45,VL,1,268,,,,
17/10/22,18:47,7,60,47,VL,1,268,,,,
17/10/22,18:47,17,18,49,VL,1,271,,,,
17/10/22,18:47,18,28,47,VL,1,244,,,,
17/10/22,18:47,21,13,57,VL,1,268,,,,
17/10/22,18:47,56,83,44,VL,1,256,,,,
17/10/22,18:48,4,95,45,VL,1,268,,,,
17/10/22,18:48,49,7,44,VL,1,192,,,,
17/10/22,18:48,57,76,55,VL,1,244,,,,
17/10/22,18:49,8,28,48,VL,1,282,,,,
17/10/22,18:49,32,30,31,VL,1,270,,,,
17/10/22,18:49,34,44,40,VL,1,283,,,,
17/10/22,18:49,36,38,44,VL,1,257,,,,
17/10/22,18:50,51,32,51,VL,1,258,,,,
17/10/22,18:52,13,21,57,VL,1,258,,,,
17/10/22,18:52,24,87,46,VL,1,310,,,,
17/10/22,18:52,59,62,45,VL,1,231,,,,
17/10/22,18:53,0,83,47,VL,1,257,,,,
17/10/22,18:53,10,73,47,VL,1,271,,,,
17/10/22,18:53,20,72,48,VL,1,284,,,,
17/10/22,18:53,24,0,47,VL,1,256,,,,
17/10/22,18:53,39,97,23,VL,1,269,,,,
17/10/22,18:53,56,85,54,VL,1,230,,,,
17/10/22,18:54,4,68,59,VL,1,271,,,,
17/10/22,18:54,8,41,92,VL,1,269,,,,
17/10/22,18:54,32,56,46,VL,1,270,,,,
17/10/22,18:54,39,80,43,VL,1,269,,,,
17/10/22,18:54,42,74,45,VL,1,271,,,,
17/10/22,18:54,46,75,39,VL,1,245,,,,
17/10/22,18:54,49,2,42,VL,1,256,,,,
17/10/22,18:55,15,8,51,VL,1,254,,,,
17/10/22,18:55,20,46,51,VL,1,257,,,,
17/10/22,18:55,22,84,49,VL,1,271,,,,
17/10/22,18:55,25,56,49,VL,1,257,,,,
17/10/22,18:56,52,26,71,VL,1,260,,,,
17/10/22,18:57,46,6,49,VL,1,272,,,,
17/10/22,18:58,16,87,55,VL,1,243,,,,
17/10/22,18:58,25,53,43,VL,1,242,,,,
17/10/22,18:58,32,15,48,VL,1,270,,,,
17/10/22,18:58,49,76,25,VL,1,243,,,,
17/10/22,18:58,57,57,40,VL,1,256,,,,
17/10/22,18:58,59,20,43,VL,1,242,,,,
17/10/22,18:59,3,56,46,VL,1,257,,,,
17/10/22,18:59,21,45,46,VL,1,255,,,,
17/10/22,18:59,23,46,48,VL,1,258,,,,
17/10/22,18:59,26,18,48,VL,1,285,,,,
17/10/22,18:59,28,28,48,VL,1,281,,,,
17/10/22,18:59,32,77,46,VL,1,243,,,,
17/10/22,18:59,36,17,46,VL,1,268,,,,
17/10/22,18:59,43,64,38,VL,1,230,,,,
17/10/22,18:59,44,54,37,VL,1,281,,,,
17/10/22,19:0,12,32,43,VL,1,257,,,,
17/10/22,19:0,28,23,41,VL,1,258,,,,
17/10/22,19:0,39,25,60,2RM,13,126,,,,
17/10/22,19:0,45,7,61,VL,1,255,,,,
17/10/22,19:1,0,62,42,VL,1,243,,,,
17/10/22,19:1,1,52,42,VL,1,243,,,,
17/10/22,19:2,3,73,48,VL,1,245,,,,
17/10/22,19:2,4,77,45,VL,1,281,,,,
17/10/22,19:2,11,43,50,VL,1,269,,,,
17/10/22,19:3,10,99,53,VL,1,270,,,,
17/10/22,19:3,12,91,59,VL,1,257,,,,
17/10/22,19:4,5,95,46,VL,1,269,,,,
17/10/22,19:4,32,57,91,2RM,13,153,,,,
17/10/22,19:4,38,73,41,VL,1,257,,,,
17/10/22,19:5,6,61,43,VL,1,268,,,,
17/10/22,19:5,37,7,53,VL,1,255,,,,
17/10/22,19:5,53,33,37,VL,1,269,,,,
17/10/22,19:5,55,35,37,VL,1,269,,,,
17/10/22,19:7,49,71,49,VL,1,258,,,,
17/10/22,19:8,16,5,35,VL,1,282,,,,
17/10/22,19:8,48,41,50,VL,1,256,,,,
17/10/22,19:8,58,41,46,VL,1,232,,,,
17/10/22,19:9,18,45,44,VL,1,192,,,,
17/10/22,19:9,31,21,31,VL,1,244,,,,
17/10/22,19:9,56,28,45,VL,1,243,,,,
17/10/22,19:11,27,50,46,VL,1,257,,,,
17/10/22,19:11,59,92,44,VL,1,256,,,,
17/10/22,19:12,2,29,46,VL,1,230,,,,
17/10/22,19:12,5,78,48,VL,1,244,,,,
17/10/22,19:12,19,65,43,VL,1,219,,,,
17/10/22,19:12,32,7,45,VL,1,271,,,,
17/10/22,19:12,36,17,45,VL,1,270,,,,
17/10/22,19:12,41,1,46,VL,1,257,,,,
17/10/22,19:13,20,70,46,VL,1,270,,,,
17/10/22,19:13,23,26,45,VL,1,282,,,,
17/10/22,19:13,24,65,46,VL,1,270,,,,
17/10/22,19:14,39,57,47,VL,1,282,,,,
17/10/22,19:14,43,86,45,VL,1,270,,,,
17/10/22,19:14,47,50,42,VL,1,257,,,,
17/10/22,19:15,25,83,45,VL,1,231,,,,
17/10/22,19:15,27,72,45,VL,1,281,,,,
17/10/22,19:15,44,68,42,2RM,13,115,,,,
17/10/22,19:15,55,31,36,VL,1,269,,,,
17/10/22,19:15,58,41,39,VL,1,269,,,,
17/10/22,19:16,44,64,42,VL,1,270,,,,
17/10/22,19:16,46,13,42,VL,1,256,,,,
17/10/22,19:17,7,68,51,VL,1,281,,,,
17/10/22,19:17,17,56,40,VL,1,268,,,,
17/10/22,19:17,23,64,40,VL,1,258,,,,
17/10/22,19:19,34,54,46,VL,1,245,,,,
17/10/22,19:19,36,14,48,VL,1,257,,,,
17/10/22,19:19,38,90,47,VL,1,256,,,,
17/10/22,19:19,44,10,37,VL,1,257,,,,
17/10/22,19:19,51,66,37,VL,1,270,,,,
17/10/22,19:20,28,11,56,VL,1,258,,,,
17/10/22,19:20,43,61,55,VL,1,258,,,,
17/10/22,19:20,46,91,51,VL,1,258,,,,
17/10/22,19:21,22,11,42,VL,1,244,,,,
17/10/22,19:21,52,59,43,VL,1,268,,,,
17/10/22,19:22,6,12,45,VL,1,269,,,,
17/10/22,19:22,33,52,51,VL,1,269,,,,
17/10/22,19:23,28,17,52,VL,1,230,,,,
17/10/22,19:24,25,51,50,VL,1,243,,,,
17/10/22,19:24,28,20,52,VL,1,258,,,,
17/10/22,19:24,37,29,32,V�lo �lectrique,13,102,,,,
17/10/22,19:24,38,19,29,VL,1,256,,,,
17/10/22,19:24,39,35,28,VL,1,269,,,,
17/10/22,19:25,11,2,40,VL,1,268,,,,
17/10/22,19:25,34,36,59,VL,1,258,,,,
17/10/22,19:25,37,51,52,VL,1,269,,,,
17/10/22,19:25,45,17,38,VL,1,243,,,,
17/10/22,19:25,47,34,43,VL,1,232,,,,
17/10/22,19:26,33,29,52,VL,1,281,,,,
17/10/22,19:27,33,39,50,VL,1,245,,,,
17/10/22,19:27,45,84,49,VL,1,256,,,,
17/10/22,19:27,50,17,46,VL,1,270,,,,
17/10/22,19:28,7,55,62,VL,1,245,,,,
17/10/22,19:28,10,27,56,VL,1,258,,,,
17/10/22,19:30,6,81,59,VL,1,257,,,,
17/10/22,19:30,36,38,40,VL,1,255,,,,
17/10/22,19:30,38,56,40,VL,1,242,,,,
17/10/22,19:31,9,0,58,VL,1,258,,,,
17/10/22,19:31,23,0,53,VL,1,258,,,,
17/10/22,19:31,48,46,46,VL,1,257,,,,
17/10/22,19:32,49,2,51,VL,1,267,,,,
17/10/22,19:33,25,67,55,VL,1,284,,,,
17/10/22,19:33,59,24,48,VL,1,285,,,,
17/10/22,19:34,1,54,45,VL,1,257,,,,
17/10/22,19:34,9,63,51,VL,1,258,,,,
17/10/22,19:34,42,6,57,VL,1,269,,,,
17/10/22,19:34,43,48,56,VL,1,257,,,,
17/10/22,19:34,55,89,55,VL,1,246,,,,
17/10/22,19:35,22,4,41,VL,1,294,,,,
17/10/22,19:35,24,48,43,VL,1,284,,,,
17/10/22,19:35,26,41,39,VL,1,256,,,,
17/10/22,19:35,27,51,39,VL,1,270,,,,
17/10/22,19:35,29,71,48,2RM,13,128,,,,
17/10/22,19:35,31,30,50,VL,1,295,,,,
17/10/22,19:36,9,61,43,VL,1,255,,,,
17/10/22,19:37,34,17,48,VL,1,270,,,,
17/10/22,19:37,36,42,49,VL,1,258,,,,
17/10/22,19:37,44,33,46,VL,1,219,,,,
17/10/22,19:37,47,32,45,VL,1,270,,,,
17/10/22,19:38,41,21,44,VL,1,255,,,,
17/10/22,19:38,46,6,44,VL,1,270,,,,
17/10/22,19:39,5,31,46,VL,1,256,,,,
17/10/22,19:40,23,25,47,VL,1,244,,,,
17/10/22,19:40,26,36,45,VL,1,270,,,,
17/10/22,19:40,29,48,45,VL,1,258,,,,
17/10/22,19:41,48,24,88,2RM,13,142,,,,
17/10/22,19:43,16,91,55,VL,1,281,,,,
17/10/22,19:44,1,27,58,VL,1,258,,,,
17/10/22,19:44,52,4,43,VL,1,270,,,,
17/10/22,19:44,56,12,40,VL,1,256,,,,
17/10/22,19:45,25,57,44,VL,1,230,,,,
17/10/22,19:45,28,66,43,VL,1,242,,,,
17/10/22,19:45,31,62,43,VL,1,269,,,,
17/10/22,19:45,32,61,47,VL,1,256,,,,
17/10/22,19:45,34,44,44,VL,1,270,,,,
17/10/22,19:45,39,92,46,VL,1,270,,,,
17/10/22,19:45,54,40,50,VL,1,257,,,,
17/10/22,19:46,40,50,46,VL,1,358,,,,
17/10/22,19:46,56,9,25,Trottinette,13,89,,,,
17/10/22,19:47,57,80,25,VL,1,270,,,,
17/10/22,19:48,19,18,59,VL,1,242,,,,
17/10/22,19:48,54,77,41,VL,1,269,,,,
17/10/22,19:48,58,77,40,VL,1,258,,,,
17/10/22,19:49,56,20,48,VL,1,284,,,,
17/10/22,19:50,6,82,46,VL,1,230,,,,
17/10/22,19:50,13,45,45,VL,1,256,,,,
17/10/22,19:50,26,57,45,VL,1,270,,,,
17/10/22,19:50,28,24,47,VL,1,256,,,,
17/10/22,19:50,29,38,52,VL,1,269,,,,
17/10/22,19:50,48,39,45,2RM,13,115,,,,
17/10/22,19:50,49,45,46,VL,1,270,,,,
17/10/22,19:51,16,28,28,V�lo �lectrique,13,102,,,,
17/10/22,19:51,18,88,35,VL,1,282,,,,
17/10/22,19:51,26,53,57,VL,1,272,,,,
17/10/22,19:52,53,15,63,VL,1,268,,,,
17/10/22,19:53,7,37,38,VL,1,256,,,,
17/10/22,19:53,8,62,39,VL,1,270,,,,
17/10/22,19:53,37,12,55,VL,1,244,,,,
17/10/22,19:53,39,1,51,VL,1,281,,,,
17/10/22,19:54,10,0,45,VL,1,258,,,,
17/10/22,19:54,12,63,46,VL,1,270,,,,
17/10/22,19:54,15,59,60,VL,1,256,,,,
17/10/22,19:54,18,71,49,VL,1,243,,,,
17/10/22,19:56,25,88,47,VL,1,272,,,,
17/10/22,19:56,28,41,43,VL,1,244,,,,
17/10/22,19:56,35,98,52,VL,1,244,,,,
17/10/22,19:57,9,75,51,VL,1,231,,,,
17/10/22,19:58,33,19,39,VL,1,244,,,,
17/10/22,19:59,27,12,45,VL,1,193,,,,
17/10/22,20:1,26,35,39,VL,1,230,,,,
17/10/22,20:1,27,85,40,VL,1,257,,,,
17/10/22,20:1,46,36,48,VL,1,282,,,,
17/10/22,20:1,53,74,53,VL,1,282,,,,
17/10/22,20:2,26,63,41,VL,1,245,,,,
17/10/22,20:3,25,77,49,VL,1,270,,,,
17/10/22,20:4,17,36,44,VL,1,268,,,,
17/10/22,20:4,34,53,45,VL,1,256,,,,
17/10/22,20:4,37,54,44,VL,1,243,,,,
17/10/22,20:4,39,24,47,VL,1,256,,,,
17/10/22,20:4,40,63,45,VL,1,245,,,,
17/10/22,20:4,50,8,59,VL,1,244,,,,
17/10/22,20:5,2,13,34,VL,1,258,,,,
17/10/22,20:6,35,86,36,VL,1,244,,,,
17/10/22,20:7,40,32,64,VL,1,244,,,,
17/10/22,20:7,51,90,53,VL,1,269,,,,
17/10/22,20:7,53,67,52,VL,1,257,,,,
17/10/22,20:9,17,92,48,VL,1,245,,,,
17/10/22,20:9,43,53,50,VL,1,294,,,,
17/10/22,20:11,13,28,49,VL,1,245,,,,
17/10/22,20:11,20,99,45,VL,1,230,,,,
17/10/22,20:11,55,24,53,VL,1,258,,,,
17/10/22,20:12,23,51,44,VL,1,191,,,,
17/10/22,20:12,24,86,40,VL,1,256,,,,
17/10/22,20:13,11,61,46,VL,1,270,,,,
17/10/22,20:13,47,30,52,VL,1,257,,,,
17/10/22,20:14,21,15,42,VL,1,256,,,,
17/10/22,20:15,37,35,33,VL,1,270,,,,
17/10/22,20:15,43,26,42,VL,1,256,,,,
17/10/22,20:15,46,18,46,VL,1,257,,,,
17/10/22,20:15,47,22,44,VL,1,256,,,,
17/10/22,20:16,51,92,46,VL,1,255,,,,
17/10/22,20:16,53,73,48,VL,1,334,,,,
17/10/22,20:16,56,11,42,VL,1,268,,,,
17/10/22,20:18,41,46,50,VL,1,255,,,,
17/10/22,20:19,19,72,35,2RM,13,128,,,,
17/10/22,20:19,39,19,41,VL,1,258,,,,
17/10/22,20:20,48,31,39,VL,1,282,,,,
17/10/22,20:20,50,2,40,VL,1,256,,,,
17/10/22,20:21,3,93,47,VL,1,271,,,,
17/10/22,20:21,12,32,41,VL,1,270,,,,
17/10/22,20:21,14,28,41,VL,1,283,,,,
17/10/22,20:21,32,94,60,VL,12,281,306,,,
17/10/22,20:22,6,28,45,VL,1,269,,,,
17/10/22,20:24,20,13,22,2RM,13,115,,,,
17/10/22,20:26,1,90,48,VL,1,271,,,,
17/10/22,20:26,10,14,49,VL,1,282,,,,
17/10/22,20:26,11,71,47,VL,1,258,,,,
17/10/22,20:26,16,0,48,2RM,13,153,,,,
17/10/22,20:26,53,3,36,VL,1,281,,,,
17/10/22,20:26,55,28,43,VL,1,269,,,,
17/10/22,20:27,33,29,62,VL,1,268,,,,
17/10/22,20:28,10,44,49,VL,1,256,,,,
17/10/22,20:29,5,17,53,VL,1,256,,,,
17/10/22,20:29,17,29,42,VL,1,256,,,,
17/10/22,20:29,54,68,43,VL,1,271,,,,
17/10/22,20:30,11,46,45,VL,1,257,,,,
17/10/22,20:30,22,94,52,VL,2,401,,,,
17/10/22,20:31,19,79,42,VL,1,283,,,,
17/10/22,20:31,55,33,56,VL,1,323,,,,
17/10/22,20:33,23,15,41,VL,1,320,,,,
17/10/22,20:35,12,3,49,VL,1,271,,,,
17/10/22,20:35,33,36,51,VL,1,256,,,,
17/10/22,20:35,39,27,39,VL,1,282,,,,
17/10/22,20:36,55,55,46,VL,1,269,,,,
17/10/22,20:37,22,59,53,VL,1,308,,,,
17/10/22,20:37,33,57,44,VL,1,258,,,,
17/10/22,20:38,10,50,42,VL,1,294,,,,
17/10/22,20:40,7,53,68,VL,1,271,,,,
17/10/22,20:40,23,98,48,VL,1,257,,,,
17/10/22,20:40,25,91,50,VL,1,270,,,,
17/10/22,20:40,57,0,28,VL,1,257,,,,
17/10/22,20:40,59,87,44,VL,1,192,,,,
17/10/22,20:42,40,14,48,VL,1,258,,,,
17/10/22,20:42,43,68,46,VL,1,268,,,,
17/10/22,20:43,13,84,54,VL,1,269,,,,
17/10/22,20:44,9,0,51,VL,1,267,,,,
17/10/22,20:45,36,19,41,VL,1,257,,,,
17/10/22,20:48,30,28,37,VL,1,256,,,,
17/10/22,20:49,32,24,44,VL,1,192,,,,
17/10/22,20:50,24,31,57,VL,1,298,,,,
17/10/22,20:51,55,93,35,VL,1,269,,,,
17/10/22,20:52,37,42,44,VL,1,256,,,,
17/10/22,20:52,53,22,54,VL,1,243,,,,
17/10/22,20:52,56,89,54,VL,1,257,,,,
17/10/22,20:55,13,64,43,VL,1,269,,,,
17/10/22,20:56,56,95,49,VL,1,244,,,,
17/10/22,20:57,50,40,75,VL,1,285,,,,
17/10/22,20:58,22,44,45,VL,1,256,,,,
17/10/22,21:0,17,77,38,VL,1,258,,,,
17/10/22,21:1,59,11,55,VL,1,244,,,,
17/10/22,21:3,48,12,29,V�lo �lectrique,13,102,,,,
17/10/22,21:3,53,96,44,VL,1,269,,,,
17/10/22,21:7,13,73,44,VL,1,191,,,,
17/10/22,21:10,15,13,53,VL,1,308,,,,
17/10/22,21:11,19,2,51,VL,1,358,,,,
17/10/22,21:11,51,81,55,VL,1,244,,,,
17/10/22,21:12,20,76,51,VL,1,255,,,,
17/10/22,21:12,26,26,47,VL,1,297,,,,
17/10/22,21:12,27,32,47,VL,1,269,,,,
17/10/22,21:15,3,34,49,VL,1,245,,,,
17/10/22,21:15,39,36,60,VL,1,270,,,,
17/10/22,21:15,42,8,49,VL,1,258,,,,
17/10/22,21:17,16,25,55,VL,1,245,,,,
17/10/22,21:18,8,84,39,VL,1,256,,,,
17/10/22,21:18,43,46,70,VL,1,245,,,,
17/10/22,21:20,48,87,60,VL,1,259,,,,
17/10/22,21:22,26,12,47,VL,1,257,,,,
17/10/22,21:23,14,63,53,2RM,13,128,,,,
17/10/22,21:26,15,19,68,VL,1,281,,,,
17/10/22,21:30,17,65,51,VL,1,258,,,,
17/10/22,21:31,9,85,50,VL,1,256,,,,
17/10/22,21:32,21,85,56,VL,1,257,,,,
17/10/22,21:32,23,79,54,VL,1,243,,,,
17/10/22,21:33,53,2,49,VL,1,244,,,,
17/10/22,21:34,54,48,52,VL,1,258,,,,
17/10/22,21:37,31,11,62,VL,1,256,,,,
17/10/22,21:41,21,23,47,2RM,13,129,,,,
17/10/22,21:43,12,67,67,PL,2,450,,,,
17/10/22,21:45,7,97,31,VL,1,269,,,,
17/10/22,21:50,27,59,47,VL,1,256,,,,
17/10/22,21:52,23,6,49,VL,1,257,,,,
17/10/22,21:54,35,30,47,2RM,13,128,,,,
17/10/22,21:59,26,77,48,VL,1,270,,,,
17/10/22,22:4,21,27,49,VL,1,257,,,,
17/10/22,22:19,26,67,46,VL,1,256,,,,
17/10/22,22:20,45,45,39,VL,1,308,,,,
17/10/22,22:24,21,11,60,VL,1,259,,,,
17/10/22,22:24,50,78,52,VL,1,282,,,,
17/10/22,22:27,29,25,47,VL,2,413,,,,
17/10/22,22:27,31,77,44,VL,1,269,,,,
17/10/22,22:28,55,38,51,VL,1,192,,,,
17/10/22,22:29,32,27,54,VL,1,257,,,,
17/10/22,22:30,30,68,40,VL,1,256,,,,
17/10/22,22:33,25,51,50,VL,1,256,,,,
17/10/22,22:34,10,97,33,VL,1,256,,,,
17/10/22,22:34,32,29,46,VL,1,255,,,,
17/10/22,22:34,34,61,41,VL,1,270,,,,
17/10/22,22:36,32,54,43,VL,1,268,,,,
17/10/22,22:37,26,99,45,VL,1,270,,,,
17/10/22,22:39,27,99,51,VL,1,231,,,,
17/10/22,22:42,41,64,41,VL,1,244,,,,
17/10/22,22:42,56,84,71,VL,1,260,,,,
17/10/22,22:43,30,28,42,VL,1,269,,,,
17/10/22,22:44,16,74,60,VL,1,245,,,,
17/10/22,22:45,20,87,61,VL,1,258,,,,
17/10/22,22:51,25,94,42,VL,1,243,,,,
17/10/22,22:54,32,66,50,VL,1,308,,,,
17/10/22,22:56,35,80,46,VL,1,255,,,,
17/10/22,22:57,52,3,37,VL,1,283,,,,
17/10/22,23:2,39,79,60,VL,1,257,,,,
17/10/22,23:2,47,15,62,VL,1,245,,,,
17/10/22,23:17,17,17,50,VL,1,245,,,,
17/10/22,23:25,25,38,40,VL,1,269,,,,
17/10/22,23:32,34,52,43,VL,1,270,,,,
17/10/22,23:44,9,3,40,VL,1,256,,,,
17/10/22,23:46,34,98,47,VL,1,257,,,,
17/10/22,23:52,24,72,52,VL,1,243,,,,
17/10/22,23:59,28,83,42,2RM,13,129,,,,
18/10/22,0:3,29,63,46,VL,1,245,,,,
18/10/22,0:17,10,0,36,VL,1,269,,,,
18/10/22,0:21,58,16,52,VL,1,295,,,,
18/10/22,0:38,32,68,47,VL,1,270,,,,
18/10/22,0:50,40,34,56,VL,1,268,,,,
18/10/22,0:56,4,84,39,VL,1,334,,,,
18/10/22,0:56,37,62,63,VL,1,270,,,,
18/10/22,1:35,11,74,48,VL,1,245,,,,
18/10/22,1:39,36,52,49,VL,1,258,,,,
18/10/22,2:6,32,31,62,VL,1,282,,,,
18/10/22,2:46,44,29,53,VL,1,244,,,,
18/10/22,2:56,46,31,33,VL,1,244,,,,
18/10/22,3:34,55,12,51,VL,1,244,,,,
18/10/22,3:43,40,63,52,VL,1,256,,,,
18/10/22,4:48,44,65,63,VL,1,271,,,,
18/10/22,5:14,28,73,50,2RM,13,127,,,,
18/10/22,5:22,4,59,71,VL,1,260,,,,
18/10/22,5:43,21,89,46,VL,1,193,,,,
18/10/22,5:47,39,25,50,VL,1,257,,,,
18/10/22,5:47,44,90,48,VL,1,270,,,,
18/10/22,6:17,29,68,54,VL,1,257,,,,
18/10/22,6:22,2,4,51,VL,1,269,,,,
18/10/22,6:31,25,74,43,VL,1,270,,,,
18/10/22,6:32,26,98,51,VL,1,258,,,,
18/10/22,6:35,24,82,39,VL,1,268,,,,
18/10/22,6:37,9,32,47,VL,1,243,,,,
18/10/22,6:41,50,36,46,VL,1,255,,,,
18/10/22,6:46,25,37,60,VL,2,385,,,,
18/10/22,6:46,49,11,44,VL,1,256,,,,
18/10/22,6:47,4,79,52,VL,1,256,,,,
18/10/22,6:52,29,22,35,VL,1,255,,,,
18/10/22,6:52,39,78,49,VL,1,258,,,,
18/10/22,6:53,18,96,32,VL,1,334,,,,
18/10/22,6:53,58,21,48,VL,2,398,,,,
18/10/22,6:54,2,4,52,VL,1,257,,,,
18/10/22,6:55,49,56,41,VL,1,271,,,,
18/10/22,6:57,54,16,43,VL,1,244,,,,
18/10/22,7:2,35,20,60,VL,1,346,,,,
18/10/22,7:2,44,10,46,VL,1,323,,,,
18/10/22,7:2,45,10,46,VL,1,271,,,,
18/10/22,7:3,10,60,54,VL,1,271,,,,
18/10/22,7:4,54,69,44,VL,1,244,,,,
18/10/22,7:8,22,99,46,VL,1,192,,,,
18/10/22,7:9,51,32,42,VL,1,256,,,,
18/10/22,7:11,25,56,47,VL,1,255,,,,
18/10/22,7:11,52,98,37,2RM,13,128,,,,
18/10/22,7:14,8,21,24,Trottinette,13,76,,,,
18/10/22,7:14,31,56,53,VL,1,242,,,,
18/10/22,7:15,54,22,38,VL,1,322,,,,
18/10/22,7:16,59,65,43,VL,1,270,,,,
18/10/22,7:17,3,14,47,VL,1,294,,,,
18/10/22,7:17,36,43,41,VL,1,270,,,,
18/10/22,7:17,54,86,50,VL,1,230,,,,
18/10/22,7:18,34,17,48,2RM,13,128,,,,
18/10/22,7:19,39,90,64,VL,1,258,,,,
18/10/22,7:21,25,93,51,VL,1,254,,,,
18/10/22,7:22,0,54,53,VL,1,294,,,,
18/10/22,7:23,51,74,49,2RM,13,127,,,,
18/10/22,7:23,52,59,47,2RM,13,115,,,,
